date,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,HOMICIDE,MOTOR VEHICLE THEFT,NARCOTICS,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,THEFT,WEAPONS VIOLATION
2008-06-07,75,306,60,8,138,2,58,97,8,53,5,228,8
2008-06-08,61,281,41,7,153,1,45,107,11,39,4,232,9
2008-06-09,94,254,81,3,164,2,60,118,8,41,6,275,8
2008-06-10,86,235,69,4,155,0,61,109,5,48,4,296,19
2008-06-11,91,271,73,2,187,5,54,144,12,62,3,291,13
2008-06-12,77,256,83,11,150,1,51,123,8,45,2,253,4
2008-06-13,89,275,79,4,181,4,45,96,7,47,6,285,12
2008-06-14,86,294,94,3,172,4,47,89,12,43,2,264,14
2008-06-15,81,353,67,11,182,3,55,71,5,46,3,225,7
2008-06-16,73,224,78,2,171,2,54,84,8,39,4,281,6
2008-06-17,90,227,62,2,126,3,53,125,12,37,3,242,6
2008-06-18,85,208,63,4,166,0,53,119,2,37,8,264,11
2008-06-19,73,187,71,1,158,3,42,153,5,45,8,261,9
2008-06-20,69,243,71,3,170,2,78,136,6,37,8,269,15
2008-06-21,80,250,74,4,160,4,65,114,8,42,5,246,12
2008-06-22,84,285,48,6,166,0,56,109,8,42,3,210,7
2008-06-23,73,195,80,3,136,5,58,101,4,43,8,231,6
2008-06-24,69,204,97,2,133,0,36,122,6,36,9,278,4
2008-06-25,80,188,84,2,166,1,68,140,4,47,5,273,10
2008-06-26,83,266,83,3,166,0,55,148,8,44,4,266,17
2008-06-27,70,249,66,6,164,2,52,149,10,50,1,306,13
2008-06-28,76,303,65,4,176,0,64,134,9,37,5,253,13
2008-06-29,65,249,50,7,163,5,51,113,11,43,6,237,12
2008-06-30,68,208,79,6,162,1,57,122,16,48,7,264,8
2008-07-01,66,204,73,13,152,3,47,143,6,62,10,341,23
2008-07-02,77,223,69,5,156,2,63,128,13,44,5,253,9
2008-07-03,56,203,84,3,160,3,57,100,17,50,4,294,12
2008-07-04,70,290,58,5,194,1,42,72,9,33,7,218,15
2008-07-05,106,306,59,9,167,1,48,118,9,46,3,208,13
2008-07-06,82,261,48,7,168,2,76,120,13,54,3,211,16
2008-07-07,83,207,104,8,162,3,75,77,5,50,6,285,5
2008-07-08,76,225,85,5,176,1,60,146,6,41,2,274,10
2008-07-09,80,225,87,1,150,1,64,135,10,43,1,308,9
2008-07-10,79,208,106,4,130,3,69,96,7,46,2,273,9
2008-07-11,80,231,106,6,168,1,56,131,14,40,6,300,11
2008-07-12,90,291,80,5,183,1,59,142,10,61,11,278,14
2008-07-13,69,290,61,5,185,2,64,121,8,47,5,255,12
2008-07-14,88,217,108,3,167,2,83,137,16,43,6,307,16
2008-07-15,65,201,101,4,154,2,76,137,11,31,5,313,10
2008-07-16,81,216,91,5,144,1,69,123,11,47,9,287,11
2008-07-17,88,221,81,4,150,0,59,147,5,45,7,269,9
2008-07-18,71,231,89,4,183,0,74,136,6,47,4,305,17
2008-07-19,66,271,68,4,177,3,48,106,10,41,6,280,8
2008-07-20,76,285,83,3,152,5,81,119,11,43,4,272,8
2008-07-21,81,221,89,4,160,4,60,136,9,61,5,257,10
2008-07-22,90,205,77,4,174,0,68,190,9,50,3,263,7
2008-07-23,73,197,96,2,144,4,66,163,7,46,7,279,20
2008-07-24,85,232,81,4,158,2,59,149,7,51,8,288,8
2008-07-25,74,220,95,4,171,1,76,140,6,43,5,326,20
2008-07-26,88,294,77,3,189,2,55,116,10,55,9,286,7
2008-07-27,87,292,78,4,181,3,68,121,8,60,3,248,21
2008-07-28,86,244,84,5,166,5,72,121,8,63,5,287,12
2008-07-29,76,199,85,2,146,0,74,143,5,46,6,279,12
2008-07-30,71,218,92,2,165,3,72,153,13,52,6,309,17
2008-07-31,70,210,87,3,163,1,75,135,7,45,3,298,16
2008-08-01,72,245,76,12,154,1,74,144,6,63,16,340,17
2008-08-02,79,293,65,8,176,4,47,142,4,53,5,244,12
2008-08-03,86,278,54,4,198,1,58,126,5,43,3,226,11
2008-08-04,69,196,92,3,146,1,70,111,13,46,3,251,9
2008-08-05,76,202,67,2,168,1,64,117,5,46,8,295,10
2008-08-06,94,216,82,9,164,1,60,156,11,55,5,272,7
2008-08-07,94,203,86,2,150,2,82,163,11,43,6,264,18
2008-08-08,59,213,93,2,188,1,59,171,15,44,4,338,11
2008-08-09,65,254,81,8,162,2,55,129,16,67,4,268,9
2008-08-10,77,234,77,8,173,2,48,123,12,49,1,222,4
2008-08-11,76,214,99,4,143,2,69,133,8,63,4,274,14
2008-08-12,87,207,74,3,161,1,61,139,6,48,5,290,20
2008-08-13,67,205,83,3,170,1,75,143,9,61,8,287,13
2008-08-14,66,198,65,6,173,3,67,154,11,46,2,272,19
2008-08-15,65,205,99,7,184,3,76,206,14,45,3,324,16
2008-08-16,68,287,63,6,173,2,48,129,6,63,3,268,16
2008-08-17,80,310,71,10,164,1,67,134,8,46,6,228,7
2008-08-18,84,212,85,0,158,1,63,123,13,50,7,298,10
2008-08-19,67,213,67,5,170,0,65,138,8,56,5,326,9
2008-08-20,85,208,85,2,168,2,67,167,10,56,6,287,13
2008-08-21,72,202,66,1,169,1,64,134,9,51,2,301,14
2008-08-22,71,245,93,6,184,0,63,172,10,48,5,306,11
2008-08-23,90,271,65,6,163,1,47,147,6,41,3,270,14
2008-08-24,88,299,62,5,158,3,61,143,12,47,1,235,11
2008-08-25,87,198,76,4,155,1,62,131,10,43,1,256,16
2008-08-26,78,172,78,3,128,1,65,165,12,40,5,278,15
2008-08-27,65,206,70,7,146,1,63,159,13,57,5,273,8
2008-08-28,93,211,85,3,153,1,68,166,6,53,3,257,16
2008-08-29,91,192,93,4,161,1,76,138,8,57,0,275,14
2008-08-30,81,268,68,3,167,5,54,148,15,45,5,257,11
2008-08-31,66,294,77,10,177,1,54,137,7,36,1,219,4
2008-09-01,84,273,80,16,142,3,55,141,5,39,17,327,13
2008-09-02,84,202,108,6,127,1,58,165,7,52,6,297,13
2008-09-03,79,154,90,6,150,0,65,166,7,40,2,262,8
2008-09-04,50,150,73,3,94,2,51,87,6,36,2,197,4
2008-09-05,93,192,79,0,152,6,67,157,12,52,2,281,9
2008-09-06,77,275,63,6,183,1,57,159,12,47,3,266,12
2008-09-07,76,261,70,6,142,1,45,113,7,48,7,255,13
2008-09-08,46,154,95,5,106,2,57,115,5,55,3,288,4
2008-09-09,68,186,80,3,142,2,53,167,13,47,2,292,14
2008-09-10,104,200,86,4,129,1,53,149,16,53,6,276,10
2008-09-11,74,222,92,3,156,2,54,138,12,49,3,283,19
2008-09-12,74,198,94,5,132,2,67,121,12,63,2,294,8
2008-09-13,54,180,66,3,168,1,69,100,5,53,2,257,6
2008-09-14,50,246,67,6,130,0,64,92,9,60,2,205,7
2008-09-15,60,206,96,10,131,1,45,98,14,63,3,286,18
2008-09-16,84,176,71,7,149,3,56,137,12,51,8,257,16
2008-09-17,85,223,73,0,160,2,49,167,9,58,5,285,16
2008-09-18,93,231,82,3,146,1,49,134,8,59,2,296,11
2008-09-19,110,275,99,8,171,0,54,141,11,53,4,276,18
2008-09-20,79,284,69,6,195,4,47,112,10,48,8,278,14
2008-09-21,70,281,74,5,189,2,49,105,12,57,3,223,11
2008-09-22,70,247,71,4,144,5,72,121,4,76,6,253,10
2008-09-23,80,244,94,3,151,3,47,139,8,56,2,253,18
2008-09-24,75,207,91,5,139,0,56,154,5,54,4,319,8
2008-09-25,78,224,85,2,126,2,55,129,9,55,7,268,15
2008-09-26,83,207,98,6,158,1,70,120,15,54,7,303,16
2008-09-27,74,250,80,8,182,1,55,126,5,54,4,228,13
2008-09-28,77,275,70,7,159,4,50,88,8,55,3,231,9
2008-09-29,56,171,86,3,123,1,52,92,5,65,5,250,8
2008-09-30,72,178,91,2,146,1,63,131,8,70,3,291,12
2008-10-01,74,172,76,11,132,0,48,129,5,49,4,364,11
2008-10-02,77,161,82,4,139,3,51,115,7,45,2,262,10
2008-10-03,76,189,85,3,161,0,51,101,11,47,2,239,7
2008-10-04,61,214,74,5,164,3,47,123,8,52,4,242,15
2008-10-05,72,226,54,6,170,2,68,97,13,62,3,221,10
2008-10-06,65,186,107,5,131,4,59,125,7,43,4,254,20
2008-10-07,66,171,76,0,130,1,57,110,11,52,4,275,15
2008-10-08,80,199,100,5,140,0,47,122,5,82,2,274,18
2008-10-09,79,212,92,3,159,2,47,159,9,52,0,277,20
2008-10-10,88,234,88,4,169,3,59,145,13,67,7,331,13
2008-10-11,71,270,63,2,155,3,56,130,8,55,6,249,14
2008-10-12,70,298,62,11,183,3,67,94,10,68,4,242,9
2008-10-13,64,189,81,8,148,2,40,141,19,45,4,246,16
2008-10-14,86,197,108,1,151,3,51,123,11,64,6,295,18
2008-10-15,72,184,101,1,161,1,55,131,7,83,5,294,14
2008-10-16,76,169,96,4,127,2,50,140,8,72,3,266,17
2008-10-17,79,213,100,5,182,3,53,155,11,59,5,251,17
2008-10-18,55,201,67,8,159,0,39,156,6,56,3,265,12
2008-10-19,58,248,61,3,137,0,43,92,9,58,3,241,9
2008-10-20,44,149,90,3,138,0,38,132,11,53,4,292,9
2008-10-21,62,165,85,3,135,1,38,174,11,48,3,283,10
2008-10-22,71,191,90,5,164,0,35,153,12,57,3,244,10
2008-10-23,70,176,103,4,174,0,44,113,9,51,4,264,8
2008-10-24,62,151,86,3,124,6,57,124,5,52,5,289,9
2008-10-25,67,207,73,3,165,2,49,127,5,54,2,265,10
2008-10-26,56,212,63,6,180,2,38,108,8,41,2,235,10
2008-10-27,67,156,101,2,137,1,43,117,6,58,3,247,10
2008-10-28,55,179,89,1,120,1,37,158,12,46,4,242,11
2008-10-29,66,179,83,0,132,1,40,144,5,43,2,241,11
2008-10-30,86,191,100,0,175,0,39,143,11,53,1,278,16
2008-10-31,73,244,95,4,296,1,45,113,11,50,2,292,26
2008-11-01,67,260,54,14,231,2,40,124,8,62,14,356,15
2008-11-02,59,269,57,6,185,0,50,120,8,63,5,237,7
2008-11-03,64,189,91,4,134,0,36,127,5,78,10,196,16
2008-11-04,71,231,80,5,166,2,47,42,12,51,3,208,19
2008-11-05,78,227,92,5,157,1,43,142,13,51,4,240,13
2008-11-06,81,186,99,3,128,2,40,141,9,45,2,264,9
2008-11-07,58,173,87,2,134,3,53,155,10,56,3,269,10
2008-11-08,58,190,56,5,147,0,43,127,10,56,1,227,10
2008-11-09,50,182,52,7,139,4,35,101,6,44,1,184,6
2008-11-10,43,132,84,6,144,1,59,97,6,46,2,251,10
2008-11-11,59,118,73,1,115,2,38,181,6,55,3,245,5
2008-11-12,49,158,92,6,117,0,41,162,5,54,0,223,16
2008-11-13,71,165,83,1,132,0,35,167,5,49,1,253,12
2008-11-14,74,178,97,2,153,4,37,167,12,51,4,270,5
2008-11-15,52,216,58,7,166,2,53,155,5,62,3,267,10
2008-11-16,43,188,54,8,157,3,40,104,7,44,3,192,10
2008-11-17,49,145,105,3,137,1,58,98,5,51,6,205,12
2008-11-18,46,169,86,0,128,0,36,139,6,51,1,231,7
2008-11-19,76,166,91,5,152,2,54,127,8,44,8,250,13
2008-11-20,68,188,98,2,129,2,48,121,9,49,7,264,15
2008-11-21,54,153,84,1,127,1,35,157,7,44,2,276,8
2008-11-22,52,179,72,6,149,1,34,93,6,38,7,237,4
2008-11-23,47,195,50,8,147,2,54,106,2,39,3,203,9
2008-11-24,52,155,108,3,123,0,41,122,6,56,7,249,7
2008-11-25,62,152,86,3,121,1,46,151,6,41,4,248,14
2008-11-26,66,159,88,6,157,2,44,170,7,53,1,266,7
2008-11-27,36,197,74,2,157,0,36,81,4,22,2,150,5
2008-11-28,46,171,59,5,144,1,45,135,5,50,3,239,8
2008-11-29,63,179,77,4,153,0,40,147,6,49,4,236,11
2008-11-30,40,166,60,3,132,0,53,97,8,51,1,179,12
2008-12-01,62,133,99,5,105,0,39,105,2,48,5,277,6
2008-12-02,53,141,71,1,124,0,54,121,8,52,3,229,9
2008-12-03,72,132,93,3,112,3,43,124,7,48,6,221,8
2008-12-04,50,149,71,2,94,1,46,109,6,43,5,209,6
2008-12-05,53,155,82,3,123,0,46,129,5,45,6,235,7
2008-12-06,60,181,65,6,110,1,35,132,4,40,1,238,6
2008-12-07,42,157,47,2,114,1,47,102,9,44,2,181,6
2008-12-08,58,161,107,7,136,0,49,117,7,58,3,212,8
2008-12-09,38,144,72,4,108,2,52,88,1,38,4,232,12
2008-12-10,52,137,93,2,109,0,52,142,8,47,4,243,3
2008-12-11,53,165,84,5,113,0,55,105,6,51,3,214,11
2008-12-12,64,162,94,2,133,1,52,120,15,50,4,245,5
2008-12-13,42,180,58,2,153,1,50,104,8,45,2,202,10
2008-12-14,47,189,62,3,150,1,40,101,11,51,2,187,14
2008-12-15,38,144,85,1,90,1,43,78,8,44,6,211,1
2008-12-16,60,123,84,2,80,0,36,81,4,32,2,206,5
2008-12-17,50,150,88,3,88,1,37,131,4,46,7,208,10
2008-12-18,50,152,78,3,75,0,50,117,3,56,5,232,12
2008-12-19,54,173,79,1,104,2,38,103,7,47,6,196,7
2008-12-20,53,178,58,4,116,3,42,96,7,49,2,185,8
2008-12-21,47,142,32,1,73,1,38,44,3,31,2,140,6
2008-12-22,34,107,93,3,75,2,31,72,3,42,2,196,3
2008-12-23,47,106,65,1,93,1,48,90,1,55,1,176,5
2008-12-24,42,122,68,2,101,1,32,67,3,43,2,166,6
2008-12-25,38,152,38,1,100,0,32,44,2,19,2,88,1
2008-12-26,39,138,43,2,98,1,41,106,5,36,0,167,7
2008-12-27,49,176,67,4,145,3,37,117,7,36,0,216,11
2008-12-28,47,173,48,3,152,0,44,85,5,66,7,184,9
2008-12-29,46,163,65,1,134,1,40,118,7,52,3,222,7
2008-12-30,56,152,69,1,146,0,35,132,8,58,1,203,16
2008-12-31,36,141,82,5,142,2,50,56,7,56,3,216,18
2009-01-01,68,332,51,43,171,1,47,114,11,36,33,460,49
2009-01-02,44,144,74,2,142,0,31,147,6,52,3,213,6
2009-01-03,56,175,46,7,170,2,39,155,7,45,3,225,13
2009-01-04,44,189,70,5,126,1,34,126,6,48,2,196,14
2009-01-05,46,148,80,2,106,0,55,112,13,50,1,206,7
2009-01-06,66,137,67,6,97,0,45,143,7,40,2,202,5
2009-01-07,57,157,63,3,96,0,34,107,7,52,0,204,12
2009-01-08,53,150,72,4,111,1,39,114,7,31,1,195,15
2009-01-09,67,174,80,5,107,0,45,121,7,61,2,204,10
2009-01-10,48,165,50,2,95,1,31,88,8,42,5,182,5
2009-01-11,47,150,38,2,99,1,38,100,7,40,1,148,7
2009-01-12,73,149,70,2,96,0,52,68,4,43,1,192,13
2009-01-13,41,155,61,1,75,1,27,110,3,34,4,204,8
2009-01-14,60,154,67,0,73,0,33,114,4,33,3,147,12
2009-01-15,51,127,37,4,61,0,49,103,6,37,2,185,7
2009-01-16,42,126,63,0,102,0,60,113,6,43,4,186,9
2009-01-17,46,183,37,1,135,1,30,148,7,39,4,186,9
2009-01-18,49,179,32,4,91,1,33,91,4,33,0,144,7
2009-01-19,46,146,55,2,81,0,42,93,4,37,0,149,5
2009-01-20,62,180,57,1,96,0,37,139,6,45,4,198,9
2009-01-21,67,151,64,6,104,0,43,152,8,43,2,202,8
2009-01-22,64,174,68,4,95,0,44,140,9,50,0,188,13
2009-01-23,44,147,56,3,119,0,33,142,11,34,2,183,10
2009-01-24,39,137,37,7,117,3,49,120,1,33,1,183,12
2009-01-25,46,161,33,4,122,1,30,99,4,34,3,159,5
2009-01-26,51,149,61,3,80,0,37,124,7,32,3,192,8
2009-01-27,74,156,62,5,86,1,38,141,6,38,1,177,10
2009-01-28,67,139,63,2,81,4,42,150,3,40,4,192,10
2009-01-29,50,151,53,0,85,1,34,131,7,39,2,192,11
2009-01-30,72,165,63,2,107,3,49,136,7,41,1,184,8
2009-01-31,45,187,47,3,98,2,32,141,4,55,2,170,5
2009-02-01,45,201,35,5,112,2,20,81,9,35,7,254,6
2009-02-02,59,177,73,6,76,0,31,104,5,31,5,221,9
2009-02-03,51,140,48,1,97,0,45,155,7,20,5,196,9
2009-02-04,63,166,49,6,80,0,43,154,3,33,4,172,7
2009-02-05,72,178,64,5,73,0,36,166,9,38,2,207,5
2009-02-06,51,181,66,2,125,0,56,137,22,47,1,218,10
2009-02-07,57,229,46,7,123,1,41,123,10,31,2,215,15
2009-02-08,40,214,40,4,141,2,38,106,6,39,1,161,10
2009-02-09,74,167,68,4,124,0,45,123,9,34,3,213,10
2009-02-10,86,187,67,8,123,0,34,172,16,46,3,175,12
2009-02-11,61,175,51,4,121,0,30,158,2,35,2,199,19
2009-02-12,64,134,52,1,132,1,50,168,6,31,4,202,11
2009-02-13,55,167,73,4,143,2,38,133,9,50,3,210,9
2009-02-14,50,195,46,4,149,3,39,132,4,41,2,215,5
2009-02-15,42,202,39,7,125,2,39,83,6,35,2,175,9
2009-02-16,50,154,54,4,116,1,39,135,2,29,3,206,3
2009-02-17,68,161,53,4,124,1,44,136,8,25,5,212,7
2009-02-18,66,156,77,2,105,1,45,161,13,39,2,214,13
2009-02-19,57,163,54,1,113,0,45,162,6,37,6,160,14
2009-02-20,55,201,67,3,123,3,47,132,8,25,2,230,12
2009-02-21,40,169,44,1,107,1,47,101,1,34,1,166,10
2009-02-22,52,173,38,4,104,1,35,80,3,31,2,147,4
2009-02-23,60,161,67,4,102,1,42,122,6,35,3,179,5
2009-02-24,65,181,62,5,104,1,32,130,7,24,5,182,10
2009-02-25,80,216,58,2,136,2,33,153,19,40,6,206,10
2009-02-26,70,175,69,7,105,0,32,98,4,35,2,181,7
2009-02-27,68,162,52,0,141,1,48,143,7,35,8,198,6
2009-02-28,47,176,40,3,115,0,51,111,4,43,2,202,4
2009-03-01,46,191,46,10,109,1,47,63,6,36,7,214,4
2009-03-02,46,117,43,4,84,0,40,108,3,30,6,191,6
2009-03-03,63,172,56,8,103,1,37,151,6,31,7,212,6
2009-03-04,50,197,58,1,124,0,31,144,7,43,2,217,8
2009-03-05,96,218,63,2,128,0,37,158,16,41,2,184,15
2009-03-06,89,257,65,3,154,2,49,137,12,41,3,224,11
2009-03-07,45,207,43,4,132,1,35,119,5,33,1,229,7
2009-03-08,36,178,44,5,137,0,37,94,7,36,1,153,0
2009-03-09,55,168,76,4,120,1,36,109,8,46,4,225,13
2009-03-10,69,184,74,4,139,1,35,143,11,37,6,207,9
2009-03-11,81,212,58,5,132,1,46,146,5,37,3,222,10
2009-03-12,72,207,63,2,126,0,46,171,13,25,6,208,9
2009-03-13,80,228,68,4,123,1,58,167,14,32,6,225,9
2009-03-14,61,231,40,3,168,0,48,109,11,39,4,229,10
2009-03-15,62,248,46,2,154,0,34,72,11,47,5,200,6
2009-03-16,77,213,60,2,114,1,31,121,11,36,4,179,7
2009-03-17,103,255,78,5,157,4,37,155,14,55,7,225,9
2009-03-18,82,239,67,4,148,0,28,130,9,49,4,186,11
2009-03-19,69,199,75,2,115,1,38,127,6,39,2,203,14
2009-03-20,79,207,82,6,157,0,45,125,11,43,0,214,13
2009-03-21,68,231,53,5,158,0,48,142,12,23,2,208,14
2009-03-22,71,220,51,8,153,1,38,86,9,51,1,158,9
2009-03-23,63,193,72,2,134,0,36,104,10,35,3,240,17
2009-03-24,80,206,85,5,156,1,40,170,6,32,2,251,12
2009-03-25,85,200,71,2,156,0,41,159,11,48,4,231,15
2009-03-26,78,207,81,4,148,1,37,140,17,49,6,248,11
2009-03-27,47,153,77,4,140,1,37,161,8,37,1,221,10
2009-03-28,42,198,40,3,129,1,55,119,4,42,4,235,8
2009-03-29,44,158,35,8,112,0,23,83,4,39,6,160,7
2009-03-30,64,165,72,3,124,0,27,118,12,34,3,229,10
2009-03-31,59,152,70,3,98,0,42,107,9,33,0,222,11
2009-04-01,71,156,74,6,131,1,48,161,8,43,7,283,7
2009-04-02,86,197,60,5,102,1,34,119,6,40,4,223,9
2009-04-03,83,190,72,8,136,1,45,145,13,40,3,250,12
2009-04-04,54,201,39,4,151,1,44,136,7,53,6,196,12
2009-04-05,43,189,44,3,116,1,39,66,5,29,3,179,5
2009-04-06,50,138,50,3,112,1,39,105,9,36,1,199,13
2009-04-07,59,165,83,0,154,1,32,137,12,29,2,205,9
2009-04-08,69,160,63,2,145,2,27,178,7,42,2,221,18
2009-04-09,52,182,69,1,145,2,34,158,10,29,3,237,19
2009-04-10,46,168,55,3,151,0,44,152,8,48,2,209,8
2009-04-11,69,175,62,5,162,0,41,138,5,35,1,215,16
2009-04-12,60,202,61,2,132,0,36,70,8,27,3,143,3
2009-04-13,58,149,65,1,106,0,46,88,4,32,3,188,9
2009-04-14,68,185,72,2,138,1,27,123,3,37,6,220,3
2009-04-15,75,201,69,4,125,1,34,146,13,25,5,280,14
2009-04-16,83,203,66,6,139,1,29,127,12,59,6,221,17
2009-04-17,77,223,78,4,189,3,35,138,16,51,8,260,19
2009-04-18,72,257,61,5,142,1,44,75,10,37,3,215,16
2009-04-19,49,194,51,3,156,3,30,65,2,51,4,161,2
2009-04-20,76,171,95,3,140,0,34,78,4,41,4,251,11
2009-04-21,67,174,65,1,94,1,26,130,9,35,1,256,12
2009-04-22,87,209,80,2,153,5,41,157,7,44,4,231,13
2009-04-23,73,170,84,3,126,4,42,129,11,47,4,188,22
2009-04-24,104,259,98,4,133,1,36,116,16,34,2,214,25
2009-04-25,69,244,56,2,160,1,43,111,4,54,2,223,12
2009-04-26,57,234,57,9,155,1,34,87,5,47,2,183,7
2009-04-27,79,215,97,3,135,3,48,57,13,47,0,227,7
2009-04-28,72,219,79,2,113,1,43,107,6,38,3,248,10
2009-04-29,73,235,69,2,139,0,44,148,7,35,1,222,10
2009-04-30,67,197,82,5,119,2,39,130,6,40,2,208,6
2009-05-01,60,200,83,13,177,0,39,129,8,54,6,303,18
2009-05-02,54,230,63,7,146,5,28,106,4,39,3,197,13
2009-05-03,72,260,52,1,136,5,40,68,12,36,4,168,14
2009-05-04,75,220,61,4,134,0,37,97,14,47,0,214,6
2009-05-05,67,230,62,3,137,1,37,141,16,49,3,225,11
2009-05-06,94,183,75,2,121,1,41,127,9,34,1,228,10
2009-05-07,86,201,74,3,142,0,50,153,8,43,5,248,25
2009-05-08,79,238,93,2,164,1,30,141,11,41,4,230,17
2009-05-09,65,229,66,3,177,0,32,111,8,43,5,237,12
2009-05-10,77,207,49,9,137,0,36,86,6,51,2,189,6
2009-05-11,81,224,71,2,130,0,40,114,10,51,6,256,6
2009-05-12,87,217,78,0,159,0,39,155,16,36,3,234,12
2009-05-13,59,189,86,0,154,2,34,127,10,36,4,242,16
2009-05-14,75,219,82,2,152,1,36,171,13,45,2,210,13
2009-05-15,49,170,84,7,139,2,38,128,9,60,6,258,10
2009-05-16,68,202,68,6,160,3,48,109,9,53,2,235,18
2009-05-17,63,240,49,8,138,4,30,79,9,44,5,212,8
2009-05-18,65,209,88,3,137,1,44,109,11,42,3,228,18
2009-05-19,81,214,80,4,149,1,28,134,15,36,2,229,18
2009-05-20,96,242,73,4,142,1,36,151,12,44,0,235,12
2009-05-21,92,231,82,5,146,4,34,124,12,46,2,216,17
2009-05-22,76,245,92,2,154,0,33,96,12,46,5,252,18
2009-05-23,65,244,54,3,143,2,29,116,8,44,3,218,7
2009-05-24,59,276,60,4,151,1,35,75,9,46,9,207,12
2009-05-25,53,202,48,5,122,1,39,109,4,29,4,198,10
2009-05-26,74,186,72,2,115,0,42,103,11,49,4,225,12
2009-05-27,79,209,89,4,131,0,31,118,10,58,7,230,21
2009-05-28,82,237,88,3,144,0,46,149,9,56,4,240,15
2009-05-29,71,192,71,4,145,3,34,140,11,44,6,245,21
2009-05-30,62,239,59,2,165,2,45,105,8,59,5,195,13
2009-05-31,56,240,44,2,129,6,49,94,9,47,3,193,10
2009-06-01,94,182,86,9,131,2,39,107,4,31,13,322,12
2009-06-02,63,166,76,4,150,0,44,163,7,42,1,224,13
2009-06-03,69,190,75,4,148,2,33,154,7,48,5,213,13
2009-06-04,63,185,79,1,124,2,31,161,5,39,9,222,14
2009-06-05,96,194,102,0,125,1,39,125,17,40,3,223,15
2009-06-06,54,222,59,4,169,1,40,69,4,33,2,230,8
2009-06-07,60,205,46,4,168,1,45,104,2,44,2,187,5
2009-06-08,83,232,60,3,143,3,46,118,13,50,2,225,13
2009-06-09,53,200,70,6,144,1,34,141,13,40,5,188,12
2009-06-10,71,190,85,3,134,0,45,147,8,35,2,228,16
2009-06-11,38,145,75,5,118,0,38,141,5,31,2,211,15
2009-06-12,74,241,84,4,181,0,34,151,17,51,0,252,15
2009-06-13,54,256,52,5,159,1,34,103,9,37,2,202,16
2009-06-14,83,246,59,5,157,1,33,95,11,43,1,177,5
2009-06-15,80,192,79,4,131,0,35,91,9,52,4,230,8
2009-06-16,44,165,81,4,135,2,34,96,2,59,3,195,10
2009-06-17,83,181,81,2,141,3,46,120,6,39,7,223,11
2009-06-18,76,227,68,3,127,1,40,127,18,54,4,211,12
2009-06-19,64,181,88,4,128,3,46,97,6,49,3,232,14
2009-06-20,63,263,76,2,150,1,40,74,13,56,5,244,10
2009-06-21,75,351,75,5,165,3,39,54,9,50,3,178,12
2009-06-22,77,248,78,2,149,1,44,95,10,57,2,235,13
2009-06-23,83,248,88,2,142,3,39,118,12,52,4,232,9
2009-06-24,62,240,86,3,130,1,54,124,7,49,6,260,15
2009-06-25,69,204,95,5,130,1,46,107,7,46,1,223,11
2009-06-26,81,250,73,1,142,3,39,129,12,58,0,244,13
2009-06-27,91,297,86,3,158,6,48,96,9,47,1,245,19
2009-06-28,63,262,78,5,169,0,30,82,9,42,6,238,13
2009-06-29,83,212,103,5,150,0,51,117,7,63,2,236,11
2009-06-30,71,177,90,2,144,2,46,164,17,51,6,246,15
2009-07-01,57,161,84,9,142,0,46,152,9,57,15,334,13
2009-07-02,68,173,81,6,143,2,42,131,7,47,2,261,13
2009-07-03,44,207,80,3,142,2,47,102,28,76,5,249,10
2009-07-04,67,243,61,4,164,1,46,60,12,48,4,178,8
2009-07-05,73,240,59,3,150,6,39,63,7,44,4,197,13
2009-07-06,56,235,88,1,139,6,30,94,5,66,2,227,7
2009-07-07,62,180,87,3,139,1,49,135,7,43,7,289,11
2009-07-08,72,147,75,2,122,1,54,112,5,41,2,258,11
2009-07-09,82,204,81,3,147,3,41,107,8,39,12,251,12
2009-07-10,66,199,100,6,151,1,47,138,10,57,3,283,15
2009-07-11,53,233,70,4,153,1,39,90,11,48,3,237,10
2009-07-12,74,236,70,8,167,2,38,106,14,67,3,250,13
2009-07-13,70,179,86,3,139,2,41,100,14,47,6,232,6
2009-07-14,72,173,77,6,152,3,42,122,13,45,5,263,9
2009-07-15,74,198,79,4,124,1,50,121,7,44,5,265,8
2009-07-16,74,195,72,5,148,5,54,116,9,45,3,273,7
2009-07-17,75,191,96,6,159,1,51,129,6,64,7,257,11
2009-07-18,68,201,77,7,181,1,37,113,7,53,4,240,15
2009-07-19,53,240,71,0,152,1,44,101,2,51,3,198,9
2009-07-20,64,178,96,4,159,0,43,100,11,65,3,268,14
2009-07-21,67,178,88,6,162,1,38,128,9,47,3,263,23
2009-07-22,64,198,86,2,154,0,38,132,7,66,6,280,14
2009-07-23,68,202,79,6,126,1,36,121,6,37,4,266,15
2009-07-24,63,215,89,3,144,2,45,121,10,44,5,283,22
2009-07-25,68,227,69,7,156,1,30,112,7,55,5,247,14
2009-07-26,83,269,65,1,150,2,45,74,8,40,2,229,17
2009-07-27,77,198,104,9,123,3,44,99,2,50,7,280,12
2009-07-28,72,188,73,3,144,2,45,126,9,58,3,256,16
2009-07-29,84,179,97,5,142,1,42,131,12,58,3,252,12
2009-07-30,63,173,96,2,134,2,40,139,7,65,6,238,11
2009-07-31,64,204,72,4,137,2,46,147,8,46,5,227,18
