date,ARSON,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,ATTEMPTED ROBBERY,BATTERY - SIMPLE ASSAULT,BATTERY ON A FIREFIGHTER,BATTERY POLICE (SIMPLE),BATTERY WITH SEXUAL CONTACT,BIKE - STOLEN,BOMB SCARE,BRANDISH WEAPON,BUNCO ATTEMPT,BUNCO GRAND THEFT,BUNCO PETTY THEFT,BURGLARY,BURGLARY FROM VEHICLE,BURGLARY FROM VEHICLE ATTEMPTED,BURGLARY ATTEMPTED,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,CHILD ANNOYING (17YRS & UNDER),CHILD NEGLECT (SEE 300 W.I.C.),CHILD PORNOGRAPHY,CHILD STEALING,CONTEMPT OF COURT,COUNTERFEIT,CREDIT CARDS FRAUD USE ($950.01 & OVER),CRIMINAL HOMICIDE,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),CRUELTY TO ANIMALS,DEFRAUDING INNKEEPER/THEFT OF SERVICES $950 & UNDER,DISCHARGE FIREARMS/SHOTS FIRED,DISTURBING THE PEACE,DOCUMENT FORGERY / STOLEN FELONY,DOCUMENT WORTHLESS ($200.01 & OVER),DRIVING WITHOUT OWNER CONSENT (DWOC),EMBEZZLEMENT GRAND THEFT ($950.01 & OVER),EMBEZZLEMENT PETTY THEFT ($950 & UNDER),EXTORTION,FAILURE TO YIELD,FALSE IMPRISONMENT,FALSE POLICE REPORT,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,ILLEGAL DUMPING,INDECENT EXPOSURE,INTIMATE PARTNER - AGGRAVATED ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT,LETTERS LEWD  -  TELEPHONE CALLS LEWD,LEWD CONDUCT,ORAL COPULATION,OTHER ASSAULT,OTHER MISCELLANEOUS CRIME,PANDERING,PEEPING TOM,PICKPOCKET,PIMPING,PROWLER,PURSE SNATCHING,RAPE ATTEMPTED,RAPE FORCIBLE,RECKLESS DRIVING,RESISTING ARREST,ROBBERY,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,SEXUAL PENETRATION W/FOREIGN OBJECT,SHOPLIFTING - PETTY THEFT ($950 & UNDER),SHOPLIFTING-GRAND THEFT ($950.01 & OVER),SHOTS FIRED AT INHABITED DWELLING,SHOTS FIRED AT MOVING VEHICLE TRAIN OR AIRCRAFT,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STALKING,THEFT FROM MOTOR VEHICLE - ATTEMPT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),THEFT OF IDENTITY,THEFT PLAIN - ATTEMPT,THEFT PLAIN - PETTY ($950 & UNDER),THEFT PERSON,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,THREATENING PHONE CALLS/LETTERS,THROWING OBJECT AT MOVING VEHICLE,TRESPASSING,UNAUTHORIZED COMPUTER ACCESS,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),VANDALISM - MISDEAMEANOR ($399 OR UNDER),VEHICLE - ATTEMPT STOLEN,VEHICLE - STOLEN,VEHICLE STOLEN - OTHER (MOTORIZED SCOOTERS BIKES ETC),VIOLATION OF COURT ORDER,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
2010-01-25,4,0,19,3,45,0,0,5,1,0,2,0,0,0,42,45,1,2,4,8,3,0,0,0,0,2,0,1,23,2,1,1,0,4,6,0,0,2,0,0,0,1,0,0,0,1,0,31,1,1,8,0,0,1,6,0,0,0,0,1,0,0,0,0,1,34,0,1,0,3,2,2,0,0,1,0,7,21,46,2,37,2,24,3,1,5,0,31,19,1,44,0,7,6,0
2010-01-26,1,2,22,4,57,0,2,8,0,0,1,0,1,0,54,54,2,7,2,6,2,4,0,1,0,0,1,1,12,1,0,0,1,1,6,0,0,4,0,2,0,0,0,0,1,0,0,16,0,0,7,0,0,0,8,0,1,0,0,0,0,1,1,0,0,26,0,0,1,5,1,0,0,0,0,0,8,11,34,0,34,1,26,1,0,5,0,20,15,2,55,0,4,1,0
2010-01-27,1,0,18,8,52,0,4,2,0,0,2,1,1,0,42,51,0,4,4,5,3,2,0,1,0,0,0,0,18,2,1,0,0,2,11,0,0,5,0,1,0,0,0,0,1,1,0,23,1,0,7,0,0,0,7,0,0,0,0,0,3,0,3,0,0,36,0,1,0,11,0,2,0,0,2,0,12,17,37,0,27,5,35,0,1,4,0,31,24,1,46,0,7,8,0
2010-01-28,1,0,20,4,55,0,2,3,0,0,2,0,0,0,57,54,3,1,1,5,3,1,0,0,0,0,0,1,20,4,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,1,0,0,0,13,0,0,0,0,0,0,0,2,0,0,21,1,2,1,8,3,1,0,1,0,0,13,17,31,0,36,4,37,0,0,1,1,37,26,2,51,0,10,0,0
2010-01-29,2,0,21,4,56,0,0,2,3,1,2,0,0,0,58,46,1,4,2,4,2,4,0,2,0,0,0,0,19,5,0,0,2,3,17,0,1,2,1,0,0,0,0,0,1,0,2,17,0,2,8,0,1,0,12,0,1,0,0,0,1,1,4,1,1,25,0,1,0,8,0,0,0,1,0,1,5,21,45,0,39,3,27,0,0,3,0,35,33,2,46,0,5,4,1
2010-01-30,0,0,22,6,64,0,2,2,0,0,1,0,1,0,33,55,0,1,0,3,1,0,0,1,0,1,0,1,12,3,0,1,1,1,5,0,1,1,0,1,0,0,0,0,0,0,2,41,2,0,9,0,0,0,9,0,1,0,0,1,0,2,0,0,0,38,0,0,0,11,2,4,0,0,0,0,5,14,25,0,27,4,27,0,1,4,0,21,32,0,49,0,8,6,0
2010-01-31,0,0,39,4,64,0,2,2,0,0,7,0,0,0,21,68,0,4,1,4,1,3,0,0,0,1,0,0,26,0,0,1,1,0,6,0,0,2,0,0,0,1,0,0,0,0,0,35,0,0,8,0,1,0,5,0,0,0,0,0,3,0,1,0,0,37,0,0,0,8,2,1,0,0,0,0,12,10,24,0,36,2,28,2,0,7,0,24,34,1,37,0,6,2,0
2010-02-01,1,0,31,4,46,0,1,6,0,0,1,0,1,0,45,57,0,6,1,2,4,1,0,1,0,0,0,0,25,19,0,1,2,7,16,0,0,5,0,2,0,0,0,0,0,0,1,21,0,0,34,1,1,0,15,0,1,1,2,0,1,0,2,0,2,31,0,15,0,10,1,1,0,1,1,1,7,23,157,0,38,5,44,1,0,3,2,36,33,2,52,0,11,2,0
2010-02-02,1,1,27,3,54,0,0,3,1,1,2,1,0,0,40,63,1,1,0,7,2,3,0,0,0,1,0,0,15,0,1,0,0,6,6,0,0,3,0,1,0,0,0,0,0,3,1,23,2,0,11,0,0,0,7,0,1,0,0,0,0,0,2,0,0,26,0,1,1,11,1,1,0,0,1,0,9,15,48,0,31,4,25,3,0,8,0,23,25,0,46,0,5,2,0
2010-02-03,1,3,28,4,47,0,0,2,2,0,1,0,2,0,46,49,0,3,1,4,8,4,0,0,0,0,0,0,17,3,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,4,0,0,0,8,0,0,0,0,0,1,1,0,0,1,36,0,0,0,10,2,0,0,0,2,0,5,28,42,0,26,3,23,1,0,2,0,31,26,1,44,0,5,3,0
2010-02-04,1,0,19,5,44,0,5,4,1,1,2,0,1,1,43,47,0,7,1,6,1,4,0,0,0,1,0,0,21,2,2,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,19,0,0,4,0,1,0,17,0,0,0,0,0,1,0,3,0,0,24,0,2,0,6,1,0,0,2,0,0,10,20,39,0,33,4,29,3,1,4,1,31,27,2,47,0,7,3,0
2010-02-05,2,1,18,2,50,0,2,3,0,1,1,0,0,0,67,77,1,5,1,2,3,5,0,0,0,0,0,0,15,6,0,0,2,3,6,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,10,1,0,0,10,0,0,0,0,0,0,0,2,0,0,34,0,1,1,8,3,0,0,0,1,0,4,19,42,0,17,2,35,1,0,7,0,28,37,0,49,0,6,4,0
2010-02-06,1,0,26,3,55,0,2,1,0,0,0,0,1,0,44,49,0,2,0,4,3,3,0,1,0,0,0,0,15,4,1,1,2,2,5,0,0,1,0,1,0,0,1,0,0,0,2,32,1,1,5,0,1,0,12,0,0,0,0,0,0,1,6,0,0,25,0,1,1,9,2,0,0,1,1,0,5,19,12,1,25,1,17,2,0,9,0,24,26,1,49,0,2,0,0
2010-02-07,0,2,37,6,74,0,3,4,1,0,5,0,0,0,25,55,0,1,5,2,1,0,0,0,0,0,0,5,13,1,0,2,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,8,0,0,1,7,0,0,0,0,0,0,0,2,0,0,20,0,1,0,5,0,0,0,0,0,0,10,15,19,0,24,5,29,0,1,2,0,22,43,0,47,0,11,4,0
2010-02-08,1,0,12,4,59,0,1,4,0,0,3,0,0,0,29,58,1,5,2,4,3,0,0,0,0,0,0,1,18,3,0,0,1,2,9,0,0,4,0,0,0,1,0,0,0,0,0,22,0,0,5,1,0,0,7,0,1,0,0,0,1,0,2,0,1,25,0,2,0,11,2,1,0,1,0,2,8,16,46,0,31,5,29,1,2,7,0,30,29,1,48,0,5,10,0
2010-02-09,0,0,13,3,31,0,0,1,0,0,1,0,0,0,56,53,0,8,3,2,1,4,0,0,0,2,0,0,9,1,0,0,1,0,10,0,0,2,0,0,0,0,0,0,0,1,1,17,1,0,3,1,0,0,3,0,0,0,0,0,0,0,2,0,1,29,0,0,0,8,0,0,0,0,1,0,5,19,32,1,17,0,24,2,0,4,0,23,27,1,36,0,4,7,0
2010-02-10,1,0,19,7,50,0,1,1,1,0,3,1,3,0,42,60,0,5,0,8,3,5,0,0,0,2,0,0,27,2,3,1,0,3,11,0,0,1,1,1,0,0,0,0,0,1,0,27,0,0,11,0,0,1,11,0,0,0,0,1,1,0,2,0,0,26,0,0,0,9,1,1,0,0,1,0,7,30,43,0,25,4,17,0,0,1,0,21,36,1,48,0,3,4,0
2010-02-11,1,0,10,4,48,0,0,2,0,0,1,0,1,0,38,65,1,1,0,2,0,1,0,1,0,1,0,0,17,1,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,23,0,0,5,0,0,0,11,1,0,0,0,0,1,0,1,0,1,34,0,0,0,10,4,0,0,0,0,0,6,20,33,0,34,2,23,3,0,4,0,28,19,0,38,0,9,7,0
2010-02-12,4,0,15,2,51,0,0,1,0,1,3,0,1,2,52,52,1,2,0,4,5,2,0,0,0,0,1,3,21,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,4,0,0,0,13,0,0,0,0,1,0,1,2,0,0,30,0,2,1,11,0,1,0,0,0,0,9,21,43,0,35,3,36,1,3,1,1,26,33,3,48,0,11,4,0
2010-02-13,0,0,26,3,63,0,5,3,0,0,2,0,0,0,35,60,3,1,0,2,3,0,0,0,0,0,1,0,20,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,32,2,0,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,28,0,0,0,7,2,1,0,0,1,0,10,19,16,0,30,4,29,1,0,3,0,31,32,1,51,0,7,5,0
2010-02-14,0,0,30,9,63,0,0,1,0,1,1,0,0,0,27,46,2,2,0,1,0,2,0,1,0,0,0,1,16,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,46,1,0,8,0,1,0,5,0,0,0,0,0,1,1,1,0,2,28,0,0,0,4,1,0,0,0,2,0,6,21,15,0,21,4,21,0,0,1,0,36,32,4,42,0,8,2,0
2010-02-15,0,0,16,4,43,0,1,2,0,0,2,0,0,1,43,45,0,3,0,3,1,3,0,0,0,0,0,0,23,2,0,0,2,1,4,0,0,4,0,0,0,0,0,0,1,2,0,29,1,0,8,1,1,0,8,0,0,1,0,0,1,0,1,0,0,31,0,1,1,4,1,0,0,3,2,1,6,18,25,1,23,0,34,4,0,6,0,18,32,1,54,0,5,1,0
2010-02-16,2,0,22,1,39,0,1,3,0,0,0,1,0,0,53,45,1,3,2,6,1,1,0,0,0,1,0,1,21,3,0,0,0,0,7,0,0,3,0,1,0,0,0,0,0,0,0,33,0,0,12,0,0,0,8,0,0,0,0,0,0,0,2,0,0,26,0,2,0,7,0,0,0,0,0,0,5,17,55,1,41,4,31,0,0,4,0,25,14,2,42,0,9,8,0
2010-02-17,2,1,30,5,56,0,0,7,1,1,2,0,2,0,40,37,1,1,1,3,2,1,0,1,0,0,0,0,17,3,0,1,1,1,10,0,0,0,0,1,0,0,0,0,0,2,1,30,2,0,5,0,0,0,4,0,0,0,1,0,0,0,3,0,1,22,0,2,0,7,2,0,0,0,0,0,9,12,39,1,29,2,26,0,0,1,0,26,31,1,41,0,3,3,0
2010-02-18,1,0,21,5,59,0,5,1,0,0,5,0,0,0,38,50,0,2,0,3,6,0,0,0,0,0,1,0,25,3,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,25,1,0,9,0,0,0,12,0,0,0,0,1,0,0,1,0,1,23,0,0,0,9,4,0,0,0,0,1,14,23,26,0,30,4,30,1,0,6,0,19,26,2,50,0,7,3,0
2010-02-19,1,1,16,5,59,0,1,1,0,0,2,1,1,0,57,49,1,6,0,3,1,2,0,1,0,1,0,0,11,2,0,0,2,2,11,0,0,2,1,2,0,0,0,0,0,0,0,28,0,0,12,0,0,3,11,0,0,0,0,0,0,0,3,1,0,34,0,0,1,7,1,1,0,1,1,0,8,15,39,0,34,2,37,2,0,4,0,31,32,0,54,0,1,3,0
2010-02-20,0,0,23,2,56,0,1,0,1,0,3,0,0,0,32,43,1,0,1,1,2,2,0,0,0,0,0,1,22,4,1,0,3,0,6,0,0,0,0,1,0,0,0,0,0,1,0,51,1,0,4,0,0,0,11,0,0,0,0,0,1,1,2,0,1,25,0,1,1,13,3,3,0,1,5,0,11,26,25,0,27,2,27,4,0,2,0,34,30,2,45,0,13,3,0
2010-02-21,0,0,24,5,63,0,2,2,1,1,2,0,0,0,28,51,3,4,1,3,0,2,0,0,0,0,0,1,17,2,0,2,2,1,2,0,0,2,0,0,0,1,0,0,1,3,0,41,0,0,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,28,0,0,1,16,2,1,0,1,1,0,8,15,12,0,19,2,29,1,0,4,2,22,37,0,42,0,9,4,0
2010-02-22,0,1,17,1,39,0,1,2,0,0,0,0,1,0,48,46,1,4,2,1,0,2,0,0,0,2,0,0,25,2,2,0,0,2,8,0,0,1,0,1,0,0,0,0,0,0,2,27,0,3,4,1,0,0,9,0,0,0,0,0,1,0,3,0,1,30,0,3,0,8,3,1,0,0,0,1,4,22,50,0,34,1,38,0,0,4,0,20,21,1,50,0,7,4,0
2010-02-23,0,0,21,4,55,0,0,3,1,1,3,0,0,0,33,47,3,3,3,3,6,0,0,0,0,0,0,0,18,3,2,0,0,1,6,0,0,2,0,2,0,0,0,0,0,2,1,24,0,0,8,0,0,0,10,0,0,0,0,1,1,0,1,0,1,36,0,3,0,7,0,0,0,0,0,1,11,12,33,0,30,7,22,2,1,6,0,20,24,1,32,0,6,5,1
2010-02-24,1,0,21,3,45,0,0,4,0,1,1,0,0,0,48,66,0,8,0,7,0,5,0,0,0,2,0,0,11,2,0,0,0,1,9,0,0,2,0,0,0,0,0,0,0,0,2,28,0,0,8,0,0,0,9,0,0,0,0,1,0,1,0,0,1,28,1,0,0,8,1,0,0,0,1,1,12,13,32,0,26,5,33,2,1,1,0,23,17,0,56,0,6,3,0
2010-02-25,3,0,17,5,46,0,2,4,0,0,6,0,0,0,44,54,3,4,1,6,0,2,0,0,0,0,0,2,18,4,0,0,0,1,8,0,0,1,0,1,1,0,0,0,0,2,1,25,1,1,12,0,0,0,8,0,0,0,0,0,1,1,2,0,0,28,0,1,0,11,2,0,0,1,1,0,10,18,27,2,23,2,30,1,1,2,0,30,32,1,46,0,4,5,1
2010-02-26,0,0,30,6,67,0,2,0,0,0,4,0,0,0,51,55,0,7,1,4,3,1,0,0,0,1,0,1,12,4,0,1,1,1,9,0,0,2,0,2,0,0,0,0,1,2,0,20,1,0,7,0,0,1,8,0,0,0,0,1,0,0,6,0,1,27,0,1,0,8,2,1,0,0,1,1,10,20,41,0,27,1,39,2,1,4,0,34,26,0,69,0,12,4,0
2010-02-27,1,0,22,3,59,0,2,2,0,0,1,0,0,0,20,50,0,5,2,3,0,2,0,1,0,0,0,0,12,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,5,0,0,0,9,0,0,0,1,0,1,0,6,0,0,14,0,2,0,10,3,1,0,0,0,0,11,17,30,1,28,6,23,2,1,4,0,42,27,0,55,0,3,4,0
2010-02-28,0,2,27,1,66,0,0,2,1,0,1,0,0,0,25,56,1,3,0,1,0,2,0,0,0,1,0,2,21,1,0,0,3,0,2,0,0,2,0,1,0,0,0,0,1,0,1,31,2,0,2,0,0,0,8,1,0,0,0,0,0,0,6,0,0,21,0,2,0,15,0,2,0,0,2,0,8,17,23,1,26,4,21,1,2,2,0,34,36,0,51,0,8,7,0
2010-03-01,2,0,21,0,61,0,0,7,0,0,1,0,1,0,41,46,3,5,2,4,8,8,0,0,0,1,1,0,24,22,1,0,1,1,11,0,0,6,1,2,0,0,0,0,0,0,0,14,0,0,29,0,1,0,11,0,0,0,0,1,1,0,10,0,0,17,0,24,4,3,0,1,0,0,2,0,8,24,157,0,37,2,54,2,2,4,3,37,31,1,62,0,4,5,1
2010-03-02,1,0,15,4,37,0,2,2,0,1,2,0,0,0,41,52,1,3,0,2,2,3,0,0,0,0,0,2,20,2,0,0,2,3,11,0,0,3,0,0,0,0,0,0,0,4,0,20,0,1,5,0,1,0,9,0,1,0,0,0,0,1,2,0,0,28,0,3,0,4,1,2,0,0,1,1,10,12,30,0,25,4,28,2,0,3,1,29,24,0,44,0,7,7,0
2010-03-03,1,0,17,4,59,0,0,4,0,0,5,0,1,0,40,61,2,3,1,4,2,4,0,0,1,1,1,0,15,4,0,1,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,7,0,0,1,11,0,0,0,0,0,0,0,1,0,0,25,0,2,0,10,1,0,0,0,3,0,7,21,37,0,23,0,25,0,0,5,0,18,18,3,52,0,5,5,0
2010-03-04,0,3,8,6,53,1,4,0,0,0,7,0,0,0,43,35,1,10,0,2,2,4,0,0,0,1,0,2,19,0,0,0,1,1,10,0,1,1,0,1,0,0,0,0,0,1,1,24,1,1,7,0,1,0,11,0,0,0,1,0,0,0,3,0,1,20,0,1,0,3,1,1,0,0,0,1,6,17,38,0,22,4,25,0,0,1,0,24,26,1,41,0,5,6,0
2010-03-05,1,1,14,5,50,0,2,0,1,0,4,0,0,0,54,59,1,3,1,2,4,4,0,0,0,1,0,1,14,9,0,2,1,1,9,0,0,2,0,1,0,1,0,0,0,1,0,29,2,0,11,0,0,0,14,1,0,0,0,0,0,0,0,0,0,27,0,1,1,6,0,1,0,0,0,0,4,17,41,1,29,5,36,2,0,6,0,34,24,0,55,0,8,6,0
2010-03-06,2,0,17,4,65,0,1,2,1,0,1,1,0,0,34,72,0,1,1,3,1,4,0,0,0,1,1,2,10,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,6,0,0,1,4,0,0,0,0,0,1,0,3,0,1,20,0,3,1,9,3,0,0,0,0,0,11,22,24,0,33,5,33,1,2,2,1,34,28,1,42,0,8,2,0
2010-03-07,0,0,28,2,74,0,1,1,1,0,1,0,0,0,25,66,2,3,1,1,0,3,0,0,0,0,2,0,14,2,2,2,2,1,2,0,1,0,0,1,0,1,0,0,2,0,2,35,3,0,6,0,2,0,3,0,0,0,0,0,0,0,3,0,0,24,0,0,0,10,1,4,0,1,2,0,10,15,14,1,33,3,23,4,0,12,0,25,23,0,55,0,11,2,0
2010-03-08,0,0,15,4,47,0,4,1,1,0,2,0,0,0,41,54,1,6,3,5,1,2,0,3,0,2,2,1,21,3,1,0,1,0,7,0,0,1,0,0,0,1,1,0,0,1,2,20,1,0,9,0,1,0,7,0,0,0,0,0,1,0,2,1,1,14,1,1,1,8,1,0,0,0,0,0,12,17,47,0,30,3,31,1,0,2,0,47,37,1,58,0,3,4,2
2010-03-09,2,0,12,3,45,0,0,1,1,0,0,0,1,0,38,56,2,6,0,5,1,2,0,0,0,0,1,0,16,1,0,0,1,1,8,0,1,3,1,0,0,0,0,0,0,0,1,20,0,0,12,0,0,0,14,0,0,0,0,0,1,0,1,0,0,18,0,2,0,7,2,1,0,1,0,0,9,30,35,1,26,3,21,2,0,2,0,33,28,0,46,0,2,3,0
2010-03-10,2,1,17,6,48,0,0,5,1,0,4,0,0,0,34,62,1,8,3,4,3,6,0,0,0,0,0,0,19,5,0,0,0,1,12,0,0,2,0,1,0,0,0,0,1,2,0,26,0,0,13,0,0,1,7,1,0,1,0,1,0,0,1,0,3,26,0,0,0,15,0,0,0,0,2,1,8,13,64,0,40,5,28,0,0,4,0,34,35,0,53,0,9,4,2
2010-03-11,1,0,20,3,58,0,3,3,2,0,2,0,1,0,43,45,2,6,1,7,1,2,0,0,0,0,1,1,14,1,1,0,0,2,7,0,0,1,0,0,0,0,0,0,1,3,0,26,1,1,5,1,0,1,8,0,0,0,0,0,0,1,3,0,0,24,0,2,1,9,2,0,1,0,1,0,9,19,22,0,41,0,41,3,0,8,0,30,27,0,36,0,10,5,0
2010-03-12,0,0,16,7,59,0,2,2,2,1,2,0,2,0,48,49,1,5,0,1,0,2,0,0,0,2,1,0,20,6,0,0,2,2,10,1,0,0,0,0,0,0,0,0,0,1,1,27,0,1,5,2,1,1,9,0,0,0,0,0,0,0,1,0,1,21,0,0,1,7,3,0,0,0,0,0,10,26,37,1,34,7,31,1,1,2,0,33,32,0,66,0,16,7,0
2010-03-13,0,0,29,1,50,0,1,1,2,0,2,1,1,1,27,36,0,2,0,2,0,3,0,0,0,0,0,2,14,2,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,44,7,0,5,0,1,0,22,0,0,1,0,0,0,0,3,0,0,29,0,1,0,8,2,1,0,0,0,0,12,20,18,0,39,5,31,2,0,4,0,35,35,0,45,0,5,1,0
2010-03-14,0,0,26,6,59,0,1,2,0,2,3,0,1,0,28,53,0,1,1,4,4,1,0,0,0,0,1,0,15,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,1,2,41,0,1,6,0,0,0,2,0,0,1,1,0,1,0,3,0,1,22,0,1,0,9,1,1,0,0,1,0,11,12,18,0,18,2,19,1,1,5,0,33,39,2,56,0,7,4,0
2010-03-15,2,1,22,1,44,0,2,6,0,0,3,0,0,0,45,57,0,4,1,3,3,2,0,1,1,0,3,1,23,2,0,1,1,0,16,0,0,1,0,3,0,1,0,0,1,2,0,23,3,0,12,0,0,0,15,0,0,0,0,0,0,1,0,0,1,25,1,3,0,11,1,0,0,0,0,0,15,13,46,0,25,4,40,2,0,6,0,26,29,1,40,0,7,7,0
2010-03-16,0,0,23,9,55,0,1,0,1,2,6,0,2,0,47,43,0,2,2,7,1,1,0,1,0,1,1,0,26,0,0,0,1,1,8,0,0,1,0,1,1,0,0,0,0,3,1,24,0,1,4,0,0,0,15,0,0,0,0,0,1,0,0,0,2,23,0,1,0,8,0,1,0,1,0,0,12,17,26,1,22,2,26,0,0,2,1,32,23,1,41,0,8,3,1
2010-03-17,0,0,13,6,62,0,0,1,1,2,2,0,1,0,50,44,2,3,2,3,0,7,0,0,0,0,0,0,26,3,0,0,0,1,9,0,0,4,0,1,0,0,0,0,0,1,1,34,0,0,6,1,0,1,16,0,0,0,0,1,3,1,2,0,1,29,1,2,0,7,0,0,0,1,1,1,5,25,25,1,20,5,33,0,0,3,0,20,27,3,47,0,8,2,2
2010-03-18,0,1,24,3,61,0,2,4,2,0,2,0,0,0,42,43,3,5,1,3,2,1,0,2,0,1,0,0,25,3,0,0,2,1,5,1,0,5,0,0,0,0,0,0,0,2,1,28,2,1,10,1,0,0,11,0,0,0,0,0,0,0,1,0,0,26,0,0,0,4,2,1,0,0,0,2,10,16,24,0,21,5,28,1,16,8,1,24,26,0,54,0,3,5,1
2010-03-19,0,0,26,3,64,0,1,1,1,0,1,0,0,0,45,37,2,3,0,5,1,6,0,0,0,2,1,1,20,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,24,0,0,15,0,0,0,8,0,0,0,0,0,0,1,0,0,0,24,0,2,0,7,1,1,0,0,0,0,11,18,27,0,29,4,34,4,2,2,0,41,35,0,47,0,15,4,0
2010-03-20,1,0,34,4,57,0,0,6,0,0,3,0,0,0,37,56,0,5,0,3,4,2,0,0,0,1,1,0,32,6,2,0,1,1,3,0,0,3,0,1,0,0,0,0,0,1,1,36,1,0,4,0,0,0,10,0,1,0,0,0,0,1,4,0,1,30,0,1,0,11,2,1,0,0,1,0,6,16,35,1,23,7,34,0,1,6,0,29,41,2,53,0,9,3,1
2010-03-21,4,0,28,3,49,0,0,2,1,2,0,0,0,0,32,42,1,2,0,5,1,3,0,0,0,1,0,2,30,1,1,1,1,2,6,0,0,1,0,0,0,0,0,0,0,1,1,35,3,0,5,0,1,1,5,0,0,0,0,0,0,1,2,0,1,24,0,0,1,14,1,1,1,1,0,0,3,19,13,0,26,4,26,0,0,3,0,33,30,0,47,0,4,2,0
2010-03-22,0,0,36,2,66,0,0,1,1,0,1,1,2,0,49,38,0,3,0,6,3,1,0,0,0,1,0,1,23,1,2,1,0,4,5,1,0,1,0,0,0,0,0,0,0,1,0,21,0,0,9,0,0,0,13,0,1,0,0,1,0,1,0,0,0,22,0,0,0,8,2,1,0,0,0,1,7,22,33,2,29,5,35,1,0,5,0,13,30,0,40,0,5,4,0
2010-03-23,0,0,23,2,67,0,2,2,1,0,4,0,2,0,47,58,0,4,1,5,3,7,0,0,0,0,0,4,25,4,0,1,2,3,11,0,0,0,0,0,0,0,0,0,0,3,0,36,0,0,8,0,0,0,4,0,0,0,1,2,0,0,2,0,1,29,0,0,1,12,2,0,0,3,0,0,11,18,33,0,33,3,19,0,2,4,0,27,28,1,49,0,8,5,0
2010-03-24,1,0,17,6,52,0,1,3,1,0,2,0,0,0,47,75,1,6,2,6,3,2,0,0,0,1,0,1,20,1,1,0,0,1,4,0,0,3,0,0,0,0,0,0,0,2,0,29,2,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,30,0,0,0,10,0,0,0,0,0,0,11,14,38,0,30,4,25,0,0,2,1,15,26,0,53,0,6,5,0
2010-03-25,0,0,25,4,56,0,3,7,0,0,1,0,0,0,67,43,1,2,0,3,1,0,0,1,0,0,0,0,29,1,1,2,0,2,4,0,0,3,0,1,0,0,0,0,1,0,1,21,0,0,6,0,0,0,9,0,0,0,0,1,0,1,1,0,2,31,0,0,0,8,4,1,0,0,1,0,9,29,38,0,23,2,23,0,1,0,0,29,22,1,32,0,5,3,0
2010-03-26,0,0,14,1,65,0,4,4,0,2,0,0,1,0,48,54,1,4,1,4,0,2,0,0,0,0,2,2,19,1,1,0,1,2,5,0,0,3,0,0,0,0,0,0,0,2,0,30,1,0,7,0,0,0,9,0,0,0,0,1,0,0,5,0,0,25,0,0,0,11,2,3,0,1,2,1,12,25,43,0,25,1,37,0,2,8,1,42,34,0,46,0,9,5,0
