date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2017-10-20,7,17,64,2,3,22,7,1,4,0,47,0,0,2,6,28,1,68,4,1,0,3,0,11,6,45,65,0,43,6
2017-10-21,18,15,75,6,2,11,13,3,0,0,23,0,0,0,2,11,0,52,3,0,2,2,0,9,10,28,49,0,34,7
2017-10-22,7,21,68,0,8,22,9,0,0,2,25,0,1,0,3,8,1,60,1,0,0,2,0,9,16,33,61,0,54,7
2017-10-23,9,17,69,0,8,19,3,1,2,0,45,0,0,0,5,23,0,76,4,0,1,4,0,6,13,48,83,0,44,7
2017-10-24,8,12,82,0,5,14,8,2,2,0,44,0,4,0,1,30,2,84,3,4,0,3,0,13,14,42,69,0,40,6
2017-10-25,7,15,61,2,4,18,9,2,2,1,43,0,3,0,3,31,0,72,1,6,0,3,0,6,7,31,75,0,31,2
2017-10-26,4,15,58,1,4,9,5,2,1,0,52,0,1,0,1,44,0,81,6,1,0,2,0,3,11,40,81,0,32,13
2017-10-27,5,9,73,3,6,12,14,3,1,1,43,0,3,0,4,38,0,63,4,0,0,8,0,4,8,32,57,0,37,7
2017-10-28,4,8,92,0,1,11,10,6,0,1,30,0,0,1,1,29,0,62,1,0,0,2,0,5,15,40,59,0,35,3
2017-10-29,10,14,62,2,3,15,11,2,0,0,23,0,2,0,2,7,0,59,3,0,1,4,0,8,8,29,55,0,43,9
2017-10-30,2,12,66,0,9,17,9,0,1,1,42,0,2,0,5,16,0,76,1,0,0,6,0,13,13,36,68,0,54,4
2017-10-31,10,15,62,2,3,16,9,3,0,2,32,1,0,0,1,28,1,62,2,0,1,1,0,8,16,37,78,0,93,11
2017-11-01,3,17,82,1,2,16,6,1,0,0,33,0,2,0,1,46,0,71,3,3,1,5,0,10,12,39,52,0,48,10
2017-11-02,2,15,69,1,3,14,5,3,1,2,38,0,3,0,6,35,0,68,1,5,0,1,0,3,11,55,69,0,42,8
2017-11-03,10,16,80,1,4,12,9,6,4,0,46,0,0,0,3,57,0,64,1,1,0,1,0,2,8,26,58,0,59,5
2017-11-04,10,15,79,0,3,16,19,1,1,1,17,0,1,0,2,28,0,61,1,0,0,2,0,4,22,43,52,0,52,3
2017-11-05,10,12,77,0,3,15,16,4,0,1,15,0,2,0,3,27,0,58,1,0,1,2,0,13,8,37,68,0,30,6
2017-11-06,8,16,89,0,7,25,3,1,2,1,48,0,0,0,5,20,0,69,2,0,0,1,1,12,13,43,57,0,44,11
2017-11-07,4,16,53,1,4,20,8,3,0,3,43,0,2,0,6,15,0,37,3,1,1,2,0,6,8,34,66,0,28,1
2017-11-08,3,8,86,0,4,24,7,4,1,1,55,0,0,0,8,31,0,61,3,8,0,3,0,3,3,32,76,0,33,2
2017-11-09,8,8,93,1,4,15,4,2,2,0,26,0,2,1,2,28,0,67,7,10,0,2,0,6,9,38,64,0,28,2
2017-11-10,2,12,68,1,7,17,5,3,2,0,27,0,0,0,2,30,0,51,2,4,1,3,0,7,10,16,79,0,33,5
2017-11-11,9,19,69,0,0,11,11,2,0,2,26,0,1,0,7,25,0,37,0,4,1,2,0,9,6,22,50,0,29,3
2017-11-12,2,17,60,3,2,8,12,2,0,0,22,0,2,1,6,7,0,67,1,0,0,2,0,6,8,27,48,0,40,3
2017-11-13,1,13,50,1,4,18,10,1,1,0,41,0,1,0,4,22,0,60,4,0,0,3,0,9,10,40,60,0,31,3
2017-11-14,3,19,68,1,6,10,8,2,0,0,47,0,1,0,8,34,0,61,6,2,0,8,0,10,15,36,75,1,41,9
2017-11-15,6,12,75,0,2,18,11,7,1,2,38,0,2,0,6,36,0,77,4,2,1,2,0,10,12,24,75,0,41,11
2017-11-16,5,15,65,0,2,15,9,8,1,0,35,0,1,0,4,31,0,69,6,2,0,1,0,9,7,28,57,0,34,6
2017-11-17,9,14,60,0,3,18,10,5,1,1,30,0,0,0,2,38,0,96,3,1,2,4,0,7,8,36,72,0,37,8
2017-11-18,4,16,68,2,2,8,9,1,0,1,21,0,1,0,5,20,0,52,1,2,0,0,0,6,14,32,68,0,36,4
2017-11-19,6,23,47,1,3,12,11,0,0,0,21,0,0,0,3,8,0,63,1,0,1,2,0,7,4,31,60,0,39,4
2017-11-20,4,11,59,0,9,17,5,2,0,0,28,0,1,0,4,17,0,61,3,9,0,2,0,10,8,32,65,0,52,5
2017-11-21,2,14,58,1,1,16,6,3,4,1,45,0,0,1,5,31,0,58,9,5,2,1,0,7,13,44,64,0,37,3
2017-11-22,7,17,74,1,3,8,8,0,1,0,37,0,2,4,3,30,0,69,3,3,0,5,1,5,8,41,75,0,36,5
2017-11-23,1,14,14,6,0,13,7,2,1,0,23,0,0,0,3,2,0,47,0,0,0,2,0,5,6,13,20,0,28,2
2017-11-24,6,9,75,1,6,10,7,1,0,0,37,0,0,0,6,31,0,42,0,2,0,0,0,7,8,37,38,0,40,5
2017-11-25,11,13,72,0,4,11,8,0,0,0,34,0,0,0,3,15,0,46,0,0,1,1,0,18,8,44,50,0,42,10
2017-11-26,6,17,39,1,2,14,16,1,1,1,36,0,0,0,2,12,0,57,2,0,2,5,0,12,13,33,46,0,47,2
2017-11-27,4,12,68,0,4,18,5,0,2,1,43,0,2,0,4,17,2,70,3,0,2,5,0,15,13,41,83,0,45,9
2017-11-28,6,17,78,1,7,18,4,3,3,0,44,0,1,0,8,31,1,66,2,7,0,3,0,7,10,44,65,0,39,8
2017-11-29,6,10,85,0,3,20,6,0,0,1,46,0,1,0,6,32,0,65,8,3,0,8,0,11,13,37,81,0,26,12
2017-11-30,3,19,74,1,3,19,5,3,2,1,39,0,0,0,5,32,0,64,2,3,0,3,0,12,7,24,75,0,39,4
2017-12-01,6,20,60,1,1,12,12,5,3,1,32,0,1,0,2,37,0,90,4,2,1,3,0,9,4,35,62,0,44,8
2017-12-02,3,13,68,0,2,12,18,2,1,1,32,0,0,0,0,34,1,60,1,1,1,0,0,9,10,29,58,0,38,8
2017-12-03,5,18,69,3,6,17,13,2,0,0,17,0,0,0,2,10,0,52,2,0,1,3,0,8,11,30,51,1,51,6
2017-12-04,7,14,67,2,7,14,4,5,1,3,31,0,1,0,4,14,1,59,3,0,0,2,0,6,11,33,74,0,53,4
2017-12-05,6,20,84,3,7,16,9,2,5,0,44,0,0,0,4,32,0,74,3,2,0,0,0,9,7,31,81,0,46,8
2017-12-06,13,12,71,1,1,12,8,2,8,1,40,0,1,0,2,34,0,75,2,5,0,2,0,8,7,28,73,0,44,7
2017-12-07,10,8,73,0,5,9,8,3,2,0,36,1,0,0,3,34,1,66,2,1,0,7,0,10,7,35,87,0,27,8
2017-12-08,4,14,76,0,5,16,11,0,1,1,42,0,0,0,2,27,0,65,0,2,1,3,0,12,9,22,74,0,33,5
2017-12-09,3,10,55,0,2,9,16,2,2,0,25,0,0,0,5,20,2,43,1,2,0,4,0,8,8,29,62,0,38,5
2017-12-10,9,8,39,1,3,8,6,1,1,0,16,0,2,0,0,8,0,48,1,0,0,3,0,10,15,23,33,0,33,4
2017-12-11,8,12,55,1,3,12,10,1,2,1,44,0,1,0,5,12,0,59,2,3,0,4,0,7,8,27,73,0,37,5
2017-12-12,8,11,73,2,2,15,5,2,1,0,43,0,2,0,1,29,0,68,4,5,0,4,0,13,6,39,73,1,34,6
2017-12-13,7,18,53,0,4,13,6,2,4,0,43,0,0,0,3,27,0,69,3,3,1,2,0,7,7,31,86,0,37,9
2017-12-14,2,12,72,1,5,15,0,4,0,0,25,0,0,0,4,26,0,56,6,1,0,2,0,6,6,23,65,0,25,7
2017-12-15,4,15,51,0,6,10,13,9,0,0,20,0,0,0,1,11,0,53,0,0,0,1,0,10,5,23,58,0,22,4
2017-12-16,2,6,44,1,2,15,10,0,0,2,23,0,1,0,3,16,0,38,2,3,0,1,1,5,13,37,57,0,28,12
2017-12-17,7,9,47,0,2,10,9,2,0,0,5,0,0,0,5,17,0,42,1,0,0,2,0,8,15,23,53,0,33,5
2017-12-18,6,17,48,0,4,16,13,2,0,0,32,0,3,0,4,20,1,68,5,0,0,2,0,10,6,28,70,1,60,7
2017-12-19,2,21,52,2,3,17,9,1,0,0,35,0,1,0,0,38,2,79,0,18,1,2,1,6,12,35,75,0,36,8
2017-12-20,4,13,55,2,1,12,8,1,1,0,39,0,0,1,4,40,0,67,3,11,0,3,0,8,14,38,96,0,42,4
2017-12-21,3,10,73,0,3,14,12,1,0,1,29,0,2,0,3,22,0,61,2,0,1,3,0,9,9,32,67,1,35,7
2017-12-22,5,17,54,1,2,10,8,3,1,1,31,0,2,0,2,20,0,55,2,0,2,1,0,7,7,27,64,0,39,8
2017-12-23,4,10,40,0,3,11,10,0,2,0,17,0,1,0,2,7,0,42,0,2,0,1,0,6,12,38,52,0,32,6
2017-12-24,3,14,31,0,6,4,6,0,0,0,13,0,0,0,9,6,0,49,0,0,0,0,0,6,8,25,45,2,30,4
2017-12-25,1,11,12,2,2,11,5,1,0,0,10,0,0,0,2,0,1,40,0,0,0,1,0,3,3,18,33,0,34,1
2017-12-26,0,14,50,1,7,10,9,1,0,1,26,0,2,1,3,30,0,44,2,1,2,4,0,11,6,30,68,0,40,9
2017-12-27,7,10,74,1,5,12,9,0,2,0,41,0,0,0,5,31,0,45,1,1,1,7,0,6,6,27,48,0,45,9
2017-12-28,1,7,59,1,4,11,8,1,1,0,36,0,2,0,6,18,0,41,4,2,0,10,0,3,4,28,63,0,25,6
2017-12-29,2,11,64,2,2,18,9,4,1,1,26,0,0,1,1,28,0,40,1,1,1,6,0,11,9,25,43,0,25,5
2017-12-30,4,8,47,2,1,6,13,2,0,0,19,0,1,0,5,14,0,39,0,0,2,1,0,7,7,25,45,0,21,6
2017-12-31,5,8,29,0,4,3,16,1,0,0,12,0,2,0,2,9,0,32,0,0,0,1,0,5,6,17,29,0,23,3
2018-01-01,6,19,23,1,2,13,12,2,1,0,25,0,0,1,5,7,0,39,2,0,0,4,0,13,13,17,36,0,33,11
2018-01-02,10,11,46,0,5,10,5,2,0,1,38,0,0,0,8,31,1,44,3,0,0,2,0,8,7,24,60,0,30,7
2018-01-03,6,10,59,0,1,16,10,4,0,1,25,0,0,0,4,36,1,50,1,6,0,5,0,6,11,26,52,0,27,8
2018-01-04,2,6,33,0,1,1,1,1,0,0,13,0,0,0,3,7,0,34,0,0,0,1,0,9,7,19,32,0,20,3
2018-01-05,2,13,42,1,2,5,5,1,1,0,30,0,0,0,4,15,0,53,1,3,0,3,0,8,4,23,43,0,24,5
2018-01-06,3,11,42,0,2,7,9,2,0,0,22,0,1,0,4,10,0,32,0,0,0,1,0,1,6,12,37,0,22,1
2018-01-07,1,14,32,2,2,12,7,2,1,0,12,0,0,0,2,15,0,38,2,0,0,1,0,8,9,27,47,0,19,2
2018-01-08,7,14,47,0,9,10,4,1,0,0,33,0,0,0,2,18,1,54,2,0,0,3,0,7,11,30,51,0,19,1
2018-01-09,5,9,59,3,3,9,6,1,2,0,40,0,0,0,6,17,0,51,3,9,0,1,0,7,9,26,63,0,12,14
2018-01-10,7,18,72,0,4,17,10,2,6,1,50,0,1,0,5,26,0,61,4,2,0,4,0,11,8,23,51,0,21,6
2018-01-11,6,18,52,2,5,8,5,1,0,0,42,0,0,1,5,24,0,67,2,3,0,4,1,9,17,36,56,0,34,7
2018-01-12,4,16,70,3,6,12,7,2,4,1,43,0,0,0,5,21,0,54,4,0,0,3,0,7,9,33,56,0,31,5
2018-01-13,7,11,52,1,3,13,13,0,0,1,30,0,0,0,8,16,0,53,1,2,0,3,0,8,8,27,56,0,35,3
2018-01-14,6,11,49,1,0,13,8,0,0,1,17,0,2,0,3,15,0,32,3,0,1,4,0,5,8,18,40,0,32,5
2018-01-15,6,20,57,1,4,17,5,3,1,0,36,0,0,0,4,28,0,60,2,0,1,3,0,8,9,41,63,0,31,4
2018-01-16,4,17,78,0,10,15,8,1,1,1,47,1,2,0,4,29,0,74,6,0,0,4,0,7,11,28,64,0,49,11
2018-01-17,3,10,60,1,1,13,4,2,2,0,30,0,1,0,4,26,0,61,7,3,0,6,0,9,6,32,61,0,39,6
2018-01-18,3,11,81,0,1,16,9,1,3,0,35,0,1,0,8,35,0,67,2,0,0,4,0,4,8,28,51,0,25,8
2018-01-19,3,13,72,2,5,16,7,2,0,0,49,0,0,2,5,38,1,65,7,2,0,3,0,6,9,30,65,0,29,5
2018-01-20,8,14,63,0,3,18,7,4,1,1,32,0,3,0,4,28,1,43,4,4,0,1,1,8,11,45,58,0,45,10
2018-01-21,6,19,50,0,1,13,10,2,0,3,21,0,0,0,5,8,0,46,3,0,0,3,0,4,9,40,44,0,47,1
2018-01-22,9,10,62,3,8,21,8,4,1,1,46,0,1,0,3,17,0,70,3,4,0,0,0,4,9,48,50,0,51,12
2018-01-23,10,17,82,0,2,15,8,5,4,1,43,0,2,0,6,36,2,63,7,2,0,5,0,6,4,41,78,0,26,7
2018-01-24,14,16,82,2,7,13,5,2,2,0,39,1,1,0,7,38,0,76,2,2,1,1,0,5,5,56,82,0,43,10
2018-01-25,6,11,60,3,0,13,10,0,1,1,45,0,0,0,4,35,0,59,1,1,0,1,0,13,12,48,71,0,42,8
2018-01-26,3,18,91,7,5,16,6,1,2,2,32,0,0,0,2,31,0,77,3,2,0,1,0,10,8,32,46,0,40,9
2018-01-27,7,12,71,0,3,14,11,1,0,0,29,0,1,1,5,29,0,57,1,0,0,2,0,8,10,34,56,0,30,1
2018-01-28,7,16,50,2,3,9,13,0,1,0,18,0,1,0,2,13,0,51,3,0,0,0,0,3,6,38,56,0,37,3
2018-01-29,7,14,78,2,2,11,7,5,1,0,49,0,2,0,3,28,0,64,4,1,0,3,0,6,6,51,77,0,48,6
2018-01-30,8,16,78,2,5,16,9,2,1,0,35,0,0,0,4,26,0,70,3,0,0,0,0,3,3,34,70,0,35,0
2018-01-31,4,9,71,1,4,14,5,3,0,2,41,0,0,0,4,34,0,70,2,1,0,3,0,4,11,28,52,0,47,9
2018-02-01,5,14,81,2,5,17,8,0,2,1,31,0,2,0,1,33,0,70,6,2,0,8,0,3,4,40,53,0,27,7
2018-02-02,9,13,52,1,3,14,8,3,0,2,30,0,0,0,7,22,0,65,7,2,1,4,0,3,5,26,63,0,29,4
2018-02-03,1,12,78,1,2,11,17,2,0,0,29,0,1,2,3,26,0,51,2,0,1,2,0,8,8,28,52,0,30,5
2018-02-04,8,10,31,1,2,6,19,3,1,0,20,0,0,0,2,3,0,38,0,0,1,0,0,6,5,25,42,0,41,3
2018-02-05,8,19,49,0,5,18,18,3,0,0,35,0,1,0,5,16,0,82,5,0,0,5,0,4,6,23,72,0,74,12
2018-02-06,12,7,64,1,7,13,5,3,0,0,39,0,0,0,6,32,2,54,4,0,0,2,0,4,8,27,67,0,52,4
2018-02-07,1,7,52,1,2,10,8,0,2,1,30,0,0,0,4,15,0,45,3,4,1,4,0,6,6,23,50,0,29,6
2018-02-08,3,19,25,0,4,8,10,7,0,0,18,0,2,1,4,8,0,74,1,0,0,2,0,4,9,37,53,0,42,2
2018-02-09,2,11,60,0,8,14,12,2,1,0,37,0,0,1,5,31,0,58,3,2,1,3,0,3,9,36,55,0,47,5
2018-02-10,3,8,80,3,0,12,13,1,1,0,17,0,1,0,2,30,0,59,2,0,0,2,0,4,11,42,53,0,33,2
2018-02-11,3,9,57,3,7,10,8,1,0,1,11,0,3,0,6,19,0,57,2,0,2,2,0,2,4,41,43,0,43,4
2018-02-12,3,17,65,0,3,9,9,3,2,2,43,0,0,0,5,31,1,62,5,0,0,6,0,4,6,61,76,0,54,3
2018-02-13,12,10,68,1,5,12,6,2,0,0,23,0,1,0,7,27,1,63,2,4,0,3,0,6,11,35,51,0,44,7
2018-02-14,14,7,65,0,5,7,4,1,1,0,31,0,1,0,3,26,0,62,3,2,2,2,0,11,7,29,56,0,33,3
2018-02-15,6,10,63,0,6,17,6,4,2,0,35,0,2,0,7,29,0,79,3,5,0,1,0,8,15,30,57,0,36,11
2018-02-16,9,13,73,0,5,13,8,2,3,0,24,0,0,0,4,31,0,68,0,3,0,2,1,7,12,36,63,0,36,7
2018-02-17,7,15,45,1,3,11,13,2,0,0,34,0,0,2,6,23,0,50,0,0,0,4,1,5,6,39,58,0,43,7
2018-02-18,6,25,67,2,0,13,15,3,0,0,20,0,3,0,1,19,0,49,0,0,0,2,0,9,9,34,40,0,41,15
2018-02-19,5,17,66,3,5,6,8,4,2,2,19,0,2,0,7,26,0,71,1,3,1,1,1,10,6,27,61,0,45,9
2018-02-20,7,15,83,0,10,13,6,2,2,0,43,0,1,0,5,34,0,88,4,0,0,7,0,5,17,32,50,0,33,8
2018-02-21,8,10,63,2,2,24,9,3,0,2,37,1,1,0,2,32,0,93,3,0,2,2,0,5,11,36,74,0,46,7
2018-02-22,4,9,59,2,1,7,9,0,0,0,44,0,0,0,11,28,1,77,3,5,0,2,0,5,11,31,73,0,37,6
2018-02-23,4,15,70,0,2,11,9,0,0,0,27,0,0,0,2,37,0,99,7,2,0,7,1,7,6,22,62,0,31,5
2018-02-24,11,14,60,0,5,7,17,1,2,0,14,0,0,0,3,32,1,54,0,1,2,1,0,4,8,19,51,0,34,3
2018-02-25,9,11,83,0,4,11,6,0,0,0,22,0,0,1,3,26,0,59,0,0,0,5,0,3,10,26,48,0,35,6
2018-02-26,3,18,53,1,3,6,12,3,0,1,39,1,0,0,2,20,0,75,5,0,0,3,0,10,7,34,70,0,41,6
2018-02-27,3,13,58,3,3,15,8,1,3,1,37,0,3,0,3,39,0,79,2,4,0,1,0,4,9,45,65,0,36,12
2018-02-28,3,8,89,1,1,13,8,4,0,0,26,0,2,0,3,36,1,82,6,1,0,3,0,6,5,26,75,0,37,10
2018-03-01,5,13,61,2,3,16,11,0,1,0,36,0,0,0,2,34,0,76,7,1,0,2,0,4,6,47,59,0,34,8
2018-03-02,2,5,40,0,5,5,6,1,2,0,26,0,3,0,0,5,0,62,5,1,0,2,0,4,4,18,42,0,22,5
2018-03-03,3,16,63,1,3,9,11,2,0,1,14,0,0,0,2,25,0,38,2,0,0,0,0,8,6,26,43,0,26,1
2018-03-04,6,18,42,0,0,8,3,0,0,1,17,0,2,1,3,18,0,49,1,0,1,5,0,5,8,34,41,0,30,11
2018-03-05,13,23,69,0,4,10,12,0,2,1,37,0,0,0,5,32,0,69,4,3,1,3,0,10,5,37,70,0,37,3
2018-03-06,2,4,41,0,5,10,8,3,2,1,40,0,0,0,3,33,0,69,7,4,0,0,0,4,4,18,60,0,33,8
2018-03-07,5,3,34,0,4,4,9,0,0,0,14,0,0,0,4,7,0,35,2,0,0,3,0,2,8,13,32,0,21,2
2018-03-08,4,17,62,1,2,12,9,2,2,0,37,0,1,2,3,27,0,65,0,3,0,1,0,6,9,11,57,0,30,5
2018-03-09,3,11,80,0,3,7,14,5,4,0,45,0,0,0,4,36,0,65,2,2,0,2,2,7,6,23,54,0,36,3
2018-03-10,4,11,58,1,4,8,9,2,1,0,30,0,1,0,4,29,0,37,0,3,0,3,0,9,9,28,45,0,23,3
2018-03-11,5,12,60,2,2,6,9,4,0,1,21,0,1,0,3,25,1,48,2,0,0,6,0,3,4,24,47,0,29,3
2018-03-12,6,6,62,0,4,16,5,0,2,1,31,0,2,0,4,29,0,77,2,0,0,4,0,2,12,34,56,0,40,7
2018-03-13,3,6,65,4,6,5,9,0,2,0,34,0,5,0,4,29,0,71,1,4,1,12,0,7,12,27,48,0,24,8
2018-03-14,2,22,72,1,5,16,10,0,0,0,32,0,0,0,3,32,1,78,2,3,1,4,0,6,4,20,64,0,28,4
2018-03-15,5,15,72,1,3,13,5,3,1,0,36,1,1,0,3,37,0,65,3,1,0,1,0,2,4,31,59,0,32,6
2018-03-16,4,14,62,1,3,9,9,3,1,0,35,0,0,1,4,25,1,83,3,0,0,6,0,4,9,23,64,0,47,4
2018-03-17,8,12,56,0,2,6,19,3,1,0,21,0,0,2,1,17,1,50,1,0,4,3,0,4,5,33,40,0,44,6
2018-03-18,4,10,63,0,1,12,15,1,0,0,19,0,1,0,4,23,0,60,0,0,1,5,0,6,5,31,52,0,44,3
2018-03-19,1,7,77,1,4,9,7,1,1,1,30,0,2,0,10,24,1,82,1,0,1,2,0,3,11,35,70,0,54,12
2018-03-20,5,6,51,1,2,11,4,3,2,1,38,0,2,2,6,21,0,75,3,3,0,1,0,4,4,35,61,0,37,6
2018-03-21,1,9,43,0,7,2,3,1,1,0,14,1,0,0,3,18,0,36,3,0,0,1,0,1,7,20,31,0,16,2
2018-03-22,8,10,59,1,2,12,8,6,0,0,29,0,0,0,4,31,0,71,5,1,0,0,0,6,5,19,67,0,34,3
2018-03-23,8,10,73,1,3,9,11,0,1,1,26,0,0,2,1,25,1,72,2,0,0,1,0,7,12,28,60,0,31,12
2018-03-24,7,12,68,0,5,8,11,1,0,2,22,0,1,1,3,29,0,53,2,0,2,1,0,4,7,25,42,0,37,2
2018-03-25,5,11,65,2,5,9,15,1,0,0,24,0,1,0,3,16,0,47,0,0,0,2,0,5,6,38,37,0,38,4
2018-03-26,4,14,63,0,4,16,5,1,2,0,33,0,1,0,5,19,0,83,1,0,0,4,1,5,10,46,62,0,56,5
2018-03-27,6,16,65,1,3,11,6,1,0,2,42,0,0,0,8,34,0,52,7,5,0,0,0,5,3,30,68,0,32,5
2018-03-28,8,7,54,4,3,13,8,1,2,0,45,0,0,1,6,34,1,74,4,6,0,3,0,5,8,38,67,0,34,5
2018-03-29,3,15,128,1,0,7,9,2,1,0,26,2,0,0,2,43,0,68,4,3,0,4,0,4,7,47,57,0,27,5
2018-03-30,8,12,76,2,4,7,8,1,1,2,27,0,1,0,6,40,0,66,1,3,0,0,0,6,12,28,67,0,42,8
2018-03-31,3,18,61,1,1,7,11,2,1,0,21,1,2,0,3,28,0,53,1,2,0,3,0,5,4,26,60,0,31,4
2018-04-01,4,15,93,0,3,10,10,0,0,0,22,0,0,0,4,10,1,55,1,0,0,2,1,4,4,35,50,0,45,6
2018-04-02,10,8,73,0,7,19,4,0,1,1,61,1,0,0,3,25,0,68,1,0,0,4,0,5,4,31,65,0,53,8
2018-04-03,7,20,44,2,2,11,4,0,1,0,42,0,0,0,6,24,0,76,2,0,0,1,0,5,9,37,70,0,31,7
2018-04-04,4,19,83,1,4,15,2,1,3,1,35,0,2,0,3,31,0,73,1,2,0,3,1,4,15,40,54,0,46,4
2018-04-05,7,12,91,0,0,15,10,1,1,2,36,0,0,0,3,34,0,82,2,0,0,1,0,0,8,37,65,0,37,5
2018-04-06,14,8,72,1,5,18,8,1,1,0,59,0,0,0,4,31,0,70,1,4,0,5,0,1,7,43,82,0,32,8
2018-04-07,6,16,70,1,1,7,12,4,2,0,35,0,2,0,3,31,0,50,1,3,2,1,0,4,8,46,43,0,59,5
2018-04-08,7,11,63,3,1,13,12,1,0,0,20,0,0,0,8,17,0,58,1,0,0,1,0,1,5,50,60,0,39,4
2018-04-09,8,19,66,1,2,10,9,0,0,0,42,0,0,0,7,22,0,98,3,0,0,1,0,5,13,48,89,0,45,3
2018-04-10,5,14,67,1,3,14,11,2,0,0,48,0,0,0,3,42,0,91,1,4,1,2,0,1,7,40,69,0,41,9
2018-04-11,4,16,95,3,5,21,4,7,1,2,52,0,0,0,3,28,2,88,6,0,2,3,0,2,12,39,67,0,40,5
2018-04-12,6,13,111,1,2,15,3,2,2,0,34,3,0,0,4,40,0,79,3,4,0,0,0,4,8,36,68,0,42,9
2018-04-13,3,22,82,1,5,8,7,5,1,0,35,0,0,0,3,28,0,87,2,0,0,2,0,3,7,37,65,0,46,5
2018-04-14,4,14,75,0,0,17,12,0,0,1,30,0,1,0,5,27,0,54,3,3,0,3,0,2,14,43,54,0,41,11
2018-04-15,6,10,51,0,1,14,10,0,1,0,21,0,1,0,7,10,1,73,0,0,1,5,0,5,8,25,52,0,29,4
2018-04-16,7,18,60,1,4,20,7,1,1,0,39,0,1,0,4,12,0,68,9,0,0,3,0,3,5,45,66,0,40,4
2018-04-17,6,15,65,0,2,16,6,1,2,0,39,0,1,0,3,25,0,72,1,4,2,2,0,1,5,53,66,0,50,6
2018-04-18,9,13,83,1,4,16,4,0,1,2,37,0,0,0,4,33,0,80,3,4,1,4,0,6,5,45,80,0,37,9
2018-04-19,13,10,89,0,3,15,9,1,1,2,33,0,0,0,5,19,0,73,2,3,0,3,0,5,9,43,84,0,43,2
2018-04-20,7,20,63,1,3,11,10,2,0,0,43,0,0,1,5,37,0,81,10,0,0,6,0,4,8,44,75,0,42,6
2018-04-21,5,14,86,2,1,9,11,1,0,1,22,0,2,2,7,36,0,48,1,0,0,2,0,6,4,45,47,0,38,5
2018-04-22,8,18,77,1,1,14,11,1,0,0,14,0,1,2,5,23,0,65,1,0,0,3,0,4,8,47,47,0,50,6
2018-04-23,2,19,94,2,5,12,8,1,1,1,47,0,2,0,8,25,0,73,1,4,1,0,0,6,6,33,83,0,46,13
2018-04-24,5,21,77,1,3,14,6,0,2,1,43,0,0,0,5,27,1,71,1,2,0,2,0,4,14,61,57,0,52,9
2018-04-25,7,24,77,2,6,4,3,4,1,1,38,0,0,0,7,24,0,67,2,2,0,7,0,6,9,48,75,0,57,10
2018-04-26,14,18,82,3,4,17,7,3,2,0,30,0,1,0,2,26,0,72,9,6,0,6,0,4,10,33,71,0,53,6
2018-04-27,3,15,69,0,4,22,9,1,1,0,36,0,3,1,4,34,0,72,3,0,0,5,0,6,7,44,67,0,51,9
2018-04-28,7,15,90,1,3,9,10,0,0,1,20,0,0,0,4,19,0,56,0,0,0,1,0,8,9,41,72,0,45,9
2018-04-29,5,16,96,0,2,5,11,1,0,0,20,0,0,1,7,21,0,63,1,0,0,2,0,3,13,38,44,0,34,5
2018-04-30,5,22,76,2,11,19,8,1,2,0,42,0,1,0,5,24,0,89,3,3,0,4,0,8,5,49,73,0,43,8
2018-05-01,3,17,84,1,2,13,12,2,3,1,41,0,0,0,7,33,0,64,2,1,0,1,0,1,7,41,62,0,32,9
2018-05-02,5,15,81,3,1,15,2,0,1,0,36,1,0,0,1,25,0,77,2,6,0,1,0,6,8,42,65,0,34,3
2018-05-03,10,19,84,1,4,9,9,2,1,0,35,0,4,0,8,29,0,83,5,4,0,4,0,5,5,28,58,0,48,6
2018-05-04,12,23,101,2,6,19,9,0,0,0,48,0,0,0,5,27,1,88,2,0,0,3,0,5,8,26,75,0,41,8
2018-05-05,8,21,103,1,1,17,12,0,2,0,23,0,3,5,1,22,0,82,1,0,0,3,0,3,11,26,56,0,57,7
2018-05-06,4,14,94,4,0,12,12,3,2,0,29,0,1,0,8,20,0,69,2,0,1,2,0,7,7,38,54,0,53,3
2018-05-07,11,18,123,4,11,14,8,3,3,1,38,0,0,0,4,24,0,96,3,0,0,4,0,3,14,51,78,1,53,11
2018-05-08,6,14,85,0,2,14,8,1,0,0,42,1,1,0,5,30,0,66,2,3,0,6,0,6,11,39,77,0,50,12
2018-05-09,7,21,76,2,4,11,6,2,0,1,42,0,3,0,7,35,0,85,2,2,0,1,0,3,11,33,66,0,49,9
2018-05-10,7,11,72,1,5,11,3,0,1,1,41,0,0,0,8,22,0,77,3,6,0,2,0,12,9,34,72,0,43,7
2018-05-11,9,19,75,2,5,23,4,0,0,0,43,0,2,5,1,31,0,66,7,1,0,1,0,5,9,42,71,0,38,5
