date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2016-03-23,0,35,0,1,19,2,0,19,0,1,0,1,5,1,97,0,1,16,39,60,0,1,7,2,5,6,0,14,3,17,10,23,3
2016-03-24,1,31,0,0,14,0,3,19,2,1,0,1,10,0,92,0,0,8,20,50,0,3,6,5,3,5,0,11,2,12,7,18,9
2016-03-25,1,31,0,0,14,2,1,12,0,0,0,2,1,0,117,0,0,6,39,70,4,2,7,4,7,3,0,10,5,25,14,24,1
2016-03-26,0,28,1,0,13,1,4,13,3,1,0,0,10,0,118,0,0,15,39,58,0,4,8,4,4,1,0,13,3,24,21,20,8
2016-03-27,0,27,0,0,21,0,2,9,1,2,0,1,3,0,90,3,0,14,35,52,0,2,7,4,4,3,0,14,5,24,12,20,10
2016-03-28,1,34,0,0,19,1,2,9,1,0,0,4,8,2,110,0,1,6,36,54,0,0,6,3,2,0,0,8,6,22,20,12,9
2016-03-29,1,32,0,0,23,0,0,28,0,0,0,0,9,1,106,0,0,13,41,57,0,5,11,2,4,1,0,16,5,22,10,18,5
2016-03-30,0,31,0,1,11,2,0,14,3,0,0,2,8,0,127,0,0,8,45,51,0,2,4,2,1,2,1,15,6,21,12,20,10
2016-03-31,4,23,0,0,24,1,0,7,1,0,0,6,9,0,100,0,0,12,32,48,41,2,6,2,3,3,0,12,5,26,17,24,2
2016-04-01,1,39,0,1,26,2,4,13,3,1,0,3,13,0,111,0,0,26,45,73,3,3,23,4,3,3,0,21,4,16,24,21,7
2016-04-02,1,36,0,0,13,0,2,21,2,2,0,1,8,0,106,0,0,14,42,60,0,0,10,4,2,4,0,13,0,23,19,23,2
2016-04-03,0,31,0,0,14,0,0,16,3,0,0,1,7,2,102,1,0,13,48,52,0,2,6,2,1,3,0,10,1,19,13,10,1
2016-04-04,0,45,0,0,26,2,0,17,0,0,0,1,8,0,101,0,0,11,35,69,0,1,5,3,3,10,1,23,7,18,19,20,4
2016-04-05,2,21,0,1,14,1,3,9,1,0,0,1,2,1,101,1,0,7,53,59,0,4,6,1,2,2,0,10,8,21,12,18,1
2016-04-06,1,39,0,1,11,2,0,17,1,1,0,2,8,0,76,0,0,11,33,68,0,3,9,2,4,3,0,16,5,25,12,30,5
2016-04-07,1,20,0,0,13,0,2,15,1,1,0,6,13,0,107,0,0,20,44,54,0,2,8,4,2,0,1,17,2,32,23,18,1
2016-04-08,0,43,0,1,12,0,7,12,1,0,0,2,11,0,81,1,0,12,40,47,0,2,10,2,2,4,0,19,8,20,15,27,5
2016-04-09,0,44,0,2,9,1,3,12,0,0,0,1,4,1,98,0,0,5,42,47,0,3,3,4,5,1,0,10,6,28,23,14,5
2016-04-10,1,29,0,0,12,1,2,12,0,0,0,2,3,0,60,1,0,8,30,51,0,4,11,7,2,2,1,16,2,27,16,17,0
2016-04-11,0,32,0,0,11,2,1,21,1,1,0,3,17,0,101,0,1,6,47,50,0,2,7,3,0,2,1,10,1,26,12,21,4
2016-04-12,0,35,0,0,18,3,1,13,0,0,1,5,6,0,90,0,0,8,37,61,1,3,8,7,1,4,1,12,7,15,16,17,5
2016-04-13,2,38,0,0,10,4,0,12,0,0,0,2,3,0,98,0,0,5,38,67,0,1,7,5,1,0,0,13,9,12,29,22,4
2016-04-14,2,38,0,2,10,0,0,11,1,0,0,2,9,2,90,0,0,9,37,59,0,4,4,2,2,1,0,14,2,12,10,17,9
2016-04-15,0,35,0,1,19,2,1,12,1,0,0,3,3,0,101,0,0,16,44,56,0,4,7,4,3,1,0,23,7,14,26,15,4
2016-04-16,1,31,0,0,14,0,0,18,1,0,0,0,5,1,92,1,0,10,47,51,0,1,8,2,4,1,1,18,5,18,16,19,3
2016-04-17,1,34,0,0,11,1,2,15,1,1,0,1,9,0,92,1,0,12,28,47,1,1,8,2,1,1,0,14,1,20,18,20,4
2016-04-18,0,29,0,0,19,1,1,7,0,1,1,0,10,0,94,1,0,7,36,55,1,2,10,3,2,1,1,10,5,16,16,14,1
2016-04-19,0,33,0,0,18,0,1,13,2,0,0,0,7,0,105,0,0,8,35,56,0,1,8,1,2,4,0,14,1,28,12,23,5
2016-04-20,1,37,0,0,13,0,2,22,0,0,0,5,3,0,82,1,0,5,47,84,3,5,15,5,1,4,0,23,2,22,27,25,6
2016-04-21,4,22,0,0,17,1,0,19,1,0,0,2,10,0,92,0,0,10,33,59,0,3,11,6,2,2,0,22,3,20,21,27,4
2016-04-22,1,34,0,1,16,4,0,17,4,2,0,1,7,0,101,0,0,7,46,48,0,2,9,7,2,0,0,12,4,27,8,21,4
2016-04-23,0,42,0,1,16,1,1,5,3,0,0,5,9,2,110,0,0,11,44,57,0,3,8,2,3,1,0,16,5,29,14,24,1
2016-04-24,0,33,0,1,17,1,2,12,1,0,0,2,11,1,91,0,0,5,33,52,0,0,12,1,8,6,0,12,3,15,12,21,4
2016-04-25,2,20,0,0,11,1,2,13,0,0,0,2,3,0,101,0,1,10,41,63,0,0,5,3,2,1,0,12,4,25,7,22,6
2016-04-26,0,23,0,1,15,2,1,9,0,1,0,2,5,0,93,0,1,5,43,53,2,1,3,2,1,3,0,17,4,16,16,15,0
2016-04-27,0,30,0,0,10,0,0,12,0,0,0,2,5,1,90,0,0,5,46,50,0,0,11,3,0,3,0,12,1,21,24,18,3
2016-04-28,0,27,0,0,13,0,1,19,0,0,0,2,9,0,96,1,0,3,38,62,44,4,8,2,6,3,0,18,7,17,17,26,1
2016-04-29,0,34,0,0,32,0,0,8,3,0,0,0,6,0,106,0,0,7,49,60,0,1,10,1,1,3,1,10,5,28,12,16,8
2016-04-30,7,33,0,0,15,1,0,20,3,0,0,0,4,0,102,2,0,9,47,48,0,2,9,1,0,3,2,9,6,22,22,24,4
2016-05-01,0,47,0,1,14,4,0,23,2,1,0,2,7,0,103,1,0,14,48,64,0,0,10,9,7,4,0,25,5,25,16,15,5
2016-05-02,0,29,1,0,17,0,1,13,0,0,0,4,2,0,97,0,0,9,45,48,0,1,10,3,7,1,0,11,3,19,20,15,4
2016-05-03,1,28,0,0,11,1,1,17,1,0,0,2,6,0,91,0,0,10,29,39,0,1,6,3,0,2,0,18,2,22,10,15,4
2016-05-04,0,18,0,0,14,0,0,13,1,0,0,1,4,0,88,0,0,13,42,52,1,2,7,1,0,2,0,16,5,33,15,24,4
2016-05-05,0,39,0,0,11,1,0,19,1,2,0,5,5,0,95,1,1,11,39,81,0,4,6,4,1,4,0,24,9,19,18,19,2
2016-05-06,0,21,0,0,14,1,3,23,1,0,0,0,9,0,127,0,0,5,41,58,0,1,9,9,2,0,0,14,6,25,24,17,7
2016-05-07,1,34,0,0,11,2,2,17,2,0,0,3,9,0,106,0,0,10,51,60,0,4,7,2,1,0,0,14,5,15,11,24,5
2016-05-08,0,34,0,0,12,0,0,12,2,0,0,2,3,1,80,0,0,6,46,29,0,2,7,5,0,2,0,13,3,14,15,19,4
2016-05-09,1,37,0,0,19,0,0,7,2,1,0,3,2,1,79,1,0,11,24,44,0,8,7,0,1,0,0,12,2,12,12,18,5
2016-05-10,0,27,0,0,8,3,3,9,0,0,0,3,2,0,94,2,0,12,36,56,5,2,7,0,0,3,0,21,4,25,10,24,4
2016-05-11,1,23,0,0,7,1,0,16,2,0,0,2,9,0,90,0,0,9,37,63,0,2,4,3,1,4,0,12,3,21,22,18,6
2016-05-12,3,30,0,0,11,3,1,16,1,0,0,1,10,0,102,0,0,10,25,57,0,0,9,5,3,0,0,14,4,21,17,25,8
2016-05-13,0,36,0,0,13,1,0,11,3,1,0,4,5,1,123,1,0,11,41,50,24,1,9,5,4,0,1,15,6,26,12,15,5
2016-05-14,1,24,0,1,11,1,2,4,3,1,1,2,8,1,122,1,0,8,39,53,0,0,13,3,2,2,2,15,5,24,20,27,3
2016-05-15,0,33,0,0,11,0,2,8,4,0,0,0,4,2,111,0,0,6,66,56,0,0,18,4,2,2,0,23,1,22,22,18,1
2016-05-16,0,39,0,1,7,1,1,14,0,0,0,1,13,1,107,0,0,6,50,61,0,4,14,3,1,3,0,23,13,13,17,14,0
2016-05-17,1,38,0,0,14,6,1,18,2,0,0,1,11,1,100,1,0,9,37,59,3,1,7,3,0,2,0,9,15,16,18,27,5
2016-05-18,0,29,0,0,17,4,1,21,2,0,0,2,6,0,101,3,0,8,35,60,0,1,7,1,1,1,0,11,8,11,22,16,5
2016-05-19,0,20,0,0,17,4,0,9,1,0,0,4,6,0,102,0,0,10,45,44,3,4,11,1,1,3,0,12,14,19,14,15,6
2016-05-20,1,39,1,0,27,1,2,8,3,1,0,1,8,1,118,0,0,8,45,58,6,2,10,4,0,1,0,16,7,15,10,21,1
2016-05-21,0,27,0,0,9,2,1,11,0,0,0,1,4,0,119,0,0,19,44,40,0,0,9,4,4,1,0,14,3,19,12,14,1
2016-05-22,1,27,0,0,13,2,2,6,1,0,0,1,7,2,109,0,0,5,28,45,0,1,10,1,1,2,0,12,3,27,13,17,3
2016-05-23,5,32,0,1,23,1,2,10,2,0,0,4,10,1,132,0,0,8,35,68,0,1,13,2,1,6,0,13,10,25,24,20,2
2016-05-24,0,28,0,0,21,2,0,10,2,1,0,7,9,1,125,0,0,6,36,50,0,2,13,3,2,5,1,15,9,25,16,18,1
2016-05-25,0,37,0,0,15,4,1,12,0,0,0,5,5,0,104,0,0,9,21,48,1,2,8,2,3,5,0,17,4,22,26,11,7
2016-05-26,0,26,0,1,13,6,1,7,0,1,0,3,6,0,129,0,0,6,38,50,1,1,8,3,2,3,0,16,8,20,12,17,5
2016-05-27,2,36,0,0,14,2,2,4,0,0,0,5,9,2,144,0,0,15,41,50,0,1,9,3,5,3,0,17,6,30,19,13,3
2016-05-28,0,28,0,0,11,5,2,8,3,1,0,1,7,1,126,0,0,5,38,44,1,0,7,4,2,0,0,13,5,25,11,19,4
2016-05-29,2,29,0,1,20,1,0,8,4,0,0,1,6,2,144,0,0,7,38,41,0,0,10,8,3,3,0,17,8,22,11,8,12
2016-05-30,0,23,0,1,11,0,2,17,1,0,0,1,10,1,121,0,0,3,27,71,0,2,4,3,1,6,0,20,0,19,16,17,3
2016-05-31,2,39,0,0,10,1,2,17,0,1,0,5,6,0,107,1,0,9,43,46,0,2,3,4,3,6,0,14,5,21,8,21,1
2016-06-01,1,38,0,0,14,3,1,14,2,2,1,2,9,0,111,1,0,19,30,67,1,3,15,3,1,2,0,23,7,32,15,25,5
2016-06-02,0,25,0,0,19,1,1,14,2,0,0,2,10,0,114,0,0,7,45,42,0,1,6,6,2,5,0,18,9,23,15,21,7
2016-06-03,0,43,0,2,9,1,1,13,1,0,0,3,6,0,87,1,0,15,36,41,0,2,8,4,3,5,0,11,1,27,19,11,6
2016-06-04,2,27,0,0,20,0,2,8,3,0,0,2,3,1,117,0,0,12,25,46,0,0,6,3,2,5,0,11,6,20,15,10,4
2016-06-05,0,40,0,0,16,2,1,5,2,0,0,1,6,2,103,0,0,7,28,47,0,1,9,2,4,1,0,9,1,31,14,8,4
2016-06-06,0,26,0,0,12,0,1,10,1,0,0,2,7,0,90,0,0,2,21,41,0,0,5,4,2,2,1,12,8,29,15,11,1
2016-06-07,1,22,0,0,13,1,1,10,1,0,0,2,8,0,101,0,0,7,35,58,0,1,7,3,1,2,0,11,7,34,13,15,2
2016-06-08,1,24,0,0,13,1,1,10,1,1,1,1,3,2,110,1,0,6,30,55,0,4,11,6,1,2,0,18,7,17,10,17,4
2016-06-09,2,30,0,0,10,2,1,10,0,2,0,1,4,1,87,0,0,7,44,44,22,3,8,3,1,1,0,14,9,29,14,19,3
2016-06-10,0,37,0,0,13,1,0,12,0,0,0,0,3,0,125,0,0,7,36,55,0,3,5,4,0,1,0,17,10,23,15,17,7
2016-06-11,1,32,0,0,11,0,0,13,2,0,0,0,11,0,102,0,1,12,29,44,0,0,7,3,2,3,0,10,3,20,14,22,5
2016-06-12,0,27,0,0,12,0,0,15,1,0,0,2,8,0,121,0,0,9,30,45,0,0,10,1,2,5,0,11,6,31,16,19,2
2016-06-13,1,27,0,0,16,1,0,7,1,0,1,2,4,1,116,0,0,9,32,29,0,2,10,2,0,2,1,17,2,26,16,11,9
2016-06-14,0,38,0,0,10,1,0,9,1,1,1,4,6,0,115,0,0,11,19,33,0,2,6,3,1,2,0,8,0,28,22,11,3
2016-06-15,1,31,0,0,11,2,0,10,2,1,0,3,3,1,109,0,0,12,29,63,0,0,10,5,1,0,0,18,5,36,17,25,8
2016-06-16,1,32,1,0,17,1,0,20,0,0,0,2,9,1,118,0,0,8,24,56,0,5,17,2,0,2,1,16,2,18,17,18,3
2016-06-17,0,29,1,0,18,0,0,5,1,0,0,2,6,0,120,0,0,14,45,48,2,3,4,3,0,2,0,14,1,18,20,13,6
2016-06-18,1,26,0,0,16,1,2,18,0,0,0,1,5,0,132,1,0,13,40,34,0,1,9,2,1,1,0,13,4,30,13,11,3
2016-06-19,1,18,0,0,8,0,0,8,0,0,0,3,3,1,111,1,1,9,35,41,2,1,14,0,5,1,0,10,4,25,18,13,2
2016-06-20,0,35,1,0,9,2,0,21,1,0,0,1,6,1,110,1,0,11,34,50,0,4,9,5,5,4,0,21,1,20,13,16,3
2016-06-21,0,31,0,0,9,3,1,6,2,2,0,0,13,1,126,0,0,9,37,54,0,2,5,4,2,4,0,18,9,23,13,22,0
2016-06-22,0,33,0,0,19,5,0,11,0,0,0,3,5,0,128,1,0,14,43,69,0,2,11,4,1,3,0,14,11,23,13,10,5
2016-06-23,0,34,0,0,11,2,2,3,1,1,0,2,3,1,109,0,0,16,33,51,1,1,7,5,0,1,0,10,3,29,10,21,6
2016-06-24,3,32,0,0,15,1,3,10,0,1,0,1,6,0,123,0,0,8,43,55,1,3,12,4,1,2,0,13,8,30,19,23,5
2016-06-25,3,56,0,0,13,2,2,4,3,0,0,1,6,2,134,0,0,12,46,60,0,2,13,10,5,5,0,27,3,23,21,18,5
2016-06-26,1,42,0,0,12,1,2,15,3,0,0,0,8,1,147,0,0,7,45,55,1,2,13,5,5,5,1,14,4,28,17,15,8
2016-06-27,0,26,0,0,21,1,1,11,0,1,0,1,9,0,91,0,0,8,27,32,0,1,13,1,2,1,0,12,4,12,25,8,2
2016-06-28,0,32,1,0,8,5,0,13,0,0,0,0,3,1,101,0,0,20,26,68,0,5,12,7,4,1,0,21,9,19,23,24,4
2016-06-29,1,23,0,0,14,3,0,14,1,0,0,1,10,0,93,0,0,9,27,50,0,2,6,2,1,0,0,16,5,25,14,18,4
2016-06-30,0,15,0,0,16,1,1,8,0,0,0,1,12,0,105,0,0,7,33,69,0,1,17,3,1,0,0,20,2,18,11,19,4
2016-07-01,1,43,0,0,21,4,0,16,2,1,0,0,13,3,144,0,0,17,42,80,0,1,11,5,0,1,1,19,2,23,9,15,4
2016-07-02,1,27,0,0,18,1,0,3,2,1,0,1,4,2,111,0,0,19,34,30,0,0,7,1,1,1,0,12,2,16,16,16,5
2016-07-03,1,26,0,0,13,2,2,22,2,0,0,1,7,0,109,0,0,13,28,52,0,1,7,2,0,3,0,20,3,21,16,14,9
2016-07-04,2,32,0,0,20,3,3,11,1,2,1,0,3,0,75,0,1,5,35,59,0,1,11,2,1,3,1,10,7,26,11,11,4
2016-07-05,2,26,0,0,18,4,1,9,0,0,0,3,13,2,93,0,0,6,34,65,0,2,8,3,2,3,0,17,10,17,18,13,7
2016-07-06,0,25,0,0,20,1,3,21,0,0,0,0,8,0,101,0,0,7,28,68,0,0,6,1,0,4,0,17,5,22,14,18,7
2016-07-07,0,18,0,0,10,4,1,6,1,0,0,3,12,1,96,0,0,9,39,48,1,2,13,2,1,3,0,18,8,20,16,16,2
2016-07-08,1,18,0,0,12,2,0,6,0,2,0,1,7,0,107,0,0,17,39,33,1,3,6,3,3,0,0,12,2,13,18,7,4
2016-07-09,0,30,0,0,12,2,3,5,2,2,0,1,9,0,141,0,1,7,41,24,0,0,13,4,0,1,0,16,6,32,16,11,1
2016-07-10,1,29,0,1,11,3,0,10,0,0,0,0,7,0,113,0,0,13,26,39,0,1,11,4,3,2,0,12,2,28,18,11,3
2016-07-11,1,40,0,0,17,0,0,14,1,0,0,2,8,0,116,0,0,7,36,52,0,0,10,2,1,3,0,16,4,18,16,16,5
2016-07-12,2,35,1,0,18,0,1,14,0,1,0,2,5,0,98,0,0,6,26,39,0,1,14,6,2,1,0,19,10,21,13,17,8
2016-07-13,3,33,0,1,16,3,0,6,1,0,2,2,5,0,85,0,0,5,30,47,1,2,10,4,1,1,0,16,8,14,12,18,9
2016-07-14,0,35,0,0,15,1,1,6,5,0,0,0,8,0,101,0,0,6,30,48,1,3,14,5,2,5,0,13,7,19,11,18,4
2016-07-15,1,30,0,0,15,2,1,4,1,0,1,1,11,0,127,1,1,10,40,54,0,1,5,3,1,2,0,9,4,30,31,11,5
2016-07-16,1,45,0,0,16,1,2,7,3,0,0,0,9,2,109,0,0,11,37,38,0,0,15,3,3,1,0,21,1,27,18,12,9
2016-07-17,0,32,0,0,18,1,0,4,0,1,0,1,7,0,89,1,0,2,31,39,0,1,6,2,3,3,0,11,5,26,18,8,0
2016-07-18,0,18,0,0,17,0,0,8,1,0,0,1,8,0,99,0,0,11,29,54,0,2,11,3,0,3,0,20,3,41,10,17,2
2016-07-19,2,29,0,0,21,5,0,3,0,0,0,1,15,0,109,1,0,1,35,55,0,3,9,4,1,6,0,24,5,19,19,16,3
2016-07-20,0,28,0,0,12,2,0,6,0,1,0,3,7,0,81,0,0,16,32,50,0,0,6,2,2,2,0,13,4,19,13,26,5
2016-07-21,1,18,0,0,27,0,0,8,0,1,1,1,14,0,105,0,0,12,36,41,0,2,6,4,0,5,0,10,4,24,20,11,5
2016-07-22,0,25,0,0,19,1,1,5,2,0,0,2,10,1,127,0,0,8,48,38,0,3,12,4,3,1,0,12,3,22,21,12,2
2016-07-23,0,22,0,0,13,2,2,4,2,0,0,1,12,0,134,0,0,7,39,46,0,1,9,2,6,2,0,12,6,27,21,9,2
2016-07-24,1,33,0,0,15,2,2,6,0,0,0,1,5,1,106,1,0,5,32,53,0,0,12,5,0,2,0,13,4,25,16,19,7
2016-07-25,1,24,0,0,15,7,0,6,1,1,0,2,6,2,114,0,0,10,28,38,0,1,3,4,1,1,0,13,7,27,16,13,5
2016-07-26,0,27,1,0,16,2,1,9,1,0,1,3,13,0,110,0,0,10,25,40,0,5,5,2,0,3,0,10,7,35,19,20,6
2016-07-27,1,27,0,0,18,3,0,14,4,0,0,3,8,0,107,1,1,11,36,44,0,4,16,1,1,2,0,17,7,26,24,25,7
2016-07-28,0,31,1,1,12,0,0,5,3,0,0,1,10,0,122,0,1,5,27,43,0,1,10,2,1,1,0,9,4,33,25,16,0
2016-07-29,2,27,0,0,20,2,2,3,2,0,1,1,7,1,119,0,0,10,29,50,0,1,10,2,0,0,0,15,8,28,21,6,3
2016-07-30,0,32,0,0,14,2,0,14,0,4,0,0,8,1,136,0,0,3,36,41,0,2,12,1,2,0,0,26,3,27,18,17,2
2016-07-31,0,33,0,0,15,3,1,6,1,1,0,0,5,0,126,0,0,7,45,49,1,2,11,5,2,7,0,11,6,28,17,17,3
2016-08-01,3,37,0,1,20,2,0,13,4,2,0,2,13,1,127,0,0,12,54,64,0,0,14,3,3,6,1,20,3,24,25,18,5
2016-08-02,3,30,0,0,14,2,0,11,2,2,0,1,9,0,102,0,0,12,35,42,0,3,9,2,0,0,0,12,1,23,20,24,5
2016-08-03,1,25,0,0,9,1,2,17,0,0,0,2,6,0,120,1,0,11,38,64,1,2,7,4,0,2,0,10,3,24,10,12,8
2016-08-04,1,18,0,0,11,1,1,20,1,0,0,3,11,0,95,2,0,10,25,35,0,3,4,6,4,0,0,17,1,21,15,20,5
2016-08-05,0,37,0,0,21,3,0,11,2,0,0,3,9,0,122,0,0,6,41,63,0,3,6,7,2,2,0,19,4,20,19,22,5
2016-08-06,0,32,0,0,14,3,1,17,1,0,0,1,11,0,130,0,0,12,42,56,0,1,8,3,5,4,0,11,4,26,18,9,2
2016-08-07,0,29,0,0,7,1,3,21,1,1,0,1,4,0,120,0,0,10,34,49,0,3,8,1,1,1,2,17,8,27,16,11,4
2016-08-08,1,25,1,0,14,1,0,5,2,1,2,2,4,0,114,0,0,11,30,39,0,1,6,2,3,4,0,11,5,16,16,14,1
2016-08-09,0,36,0,0,15,1,1,12,1,3,0,1,2,1,103,0,0,10,22,59,0,5,6,2,4,1,0,11,3,19,22,12,6
2016-08-10,0,47,0,0,16,1,2,13,2,1,0,3,2,0,87,1,0,7,28,70,2,3,9,4,2,7,0,22,3,18,15,18,3
2016-08-11,4,31,0,0,20,2,1,20,0,1,0,2,8,0,99,1,0,11,35,65,0,0,12,6,1,2,0,7,3,24,22,19,3
2016-08-12,0,41,0,0,23,1,1,12,1,0,0,2,10,1,111,0,0,6,32,54,0,0,10,2,2,0,0,12,6,26,10,17,9
2016-08-13,0,39,0,0,18,1,1,13,0,0,0,3,9,0,138,0,0,8,32,58,0,1,11,6,2,1,0,8,5,15,19,19,7
2016-08-14,0,40,0,1,15,1,2,2,2,0,0,0,2,1,120,0,0,4,29,37,0,1,16,2,0,5,0,23,4,24,12,11,4
2016-08-15,0,37,0,0,21,2,0,4,1,0,0,5,5,0,95,0,0,8,32,55,1,2,5,3,0,1,0,14,4,32,18,11,5
2016-08-16,0,26,0,0,11,2,1,17,1,0,1,1,7,0,103,1,0,6,33,52,0,7,4,3,4,3,1,7,5,30,13,13,4
2016-08-17,0,25,0,0,16,4,3,12,0,0,0,5,4,0,102,0,0,5,27,47,0,3,8,3,2,2,2,18,6,23,21,15,1
2016-08-18,1,22,1,0,24,4,1,6,0,0,0,1,7,1,118,0,0,18,30,49,0,7,17,2,3,2,0,14,4,29,21,10,2
2016-08-19,2,28,0,0,13,1,1,10,1,2,0,0,6,0,103,0,0,10,36,51,0,1,7,2,3,1,0,12,3,24,23,14,3
2016-08-20,1,24,0,0,13,2,1,4,0,0,0,1,5,2,105,0,0,8,29,51,0,0,11,1,2,3,0,19,1,29,15,7,0
2016-08-21,0,31,0,0,16,3,0,11,4,1,1,2,10,1,109,0,0,8,31,50,0,1,13,3,5,7,1,9,6,22,25,19,4
2016-08-22,1,35,0,0,14,3,1,12,2,0,1,1,13,2,93,0,0,13,30,46,0,1,11,5,2,3,0,17,9,24,22,12,4
2016-08-23,0,37,0,0,14,1,1,12,1,0,0,1,13,1,97,0,0,13,29,65,0,3,8,2,3,0,0,14,3,25,11,21,10
2016-08-24,1,29,0,0,15,6,0,8,0,1,0,2,0,1,116,0,1,9,26,70,1,0,11,4,2,4,0,17,7,13,18,19,2
2016-08-25,0,16,1,0,22,2,0,19,0,1,0,5,11,1,89,0,1,7,41,65,41,1,11,3,5,2,0,18,5,15,20,16,5
2016-08-26,0,24,0,0,16,4,2,10,1,1,0,4,14,1,113,0,0,8,36,49,0,2,9,4,0,3,1,11,5,41,26,7,0
2016-08-27,1,45,0,0,13,3,0,15,3,0,0,3,6,0,112,0,0,6,36,46,2,0,6,2,1,1,0,12,4,27,21,15,2
2016-08-28,0,45,0,0,19,2,4,8,3,0,0,1,8,1,81,0,0,6,28,48,0,1,7,6,1,3,1,18,5,25,17,14,8
2016-08-29,2,30,0,0,10,3,1,7,1,1,0,5,11,0,116,1,0,10,31,58,2,0,11,4,0,3,0,15,5,22,8,16,4
2016-08-30,0,30,0,0,16,1,1,9,0,0,0,1,6,0,81,0,0,8,34,47,1,4,6,4,1,2,0,17,3,24,21,9,5
2016-08-31,0,29,1,0,13,3,2,11,0,0,0,1,7,0,100,1,0,9,27,67,0,1,10,6,0,2,0,16,8,22,23,17,8
2016-09-01,0,28,0,0,18,2,2,8,2,1,4,1,14,0,101,1,0,16,41,82,26,2,3,6,2,3,1,11,4,18,16,19,4
2016-09-02,0,37,0,0,22,1,3,12,1,1,0,1,7,2,111,0,0,20,44,71,0,0,10,4,4,1,1,19,5,40,12,22,4
2016-09-03,2,37,1,0,11,2,2,17,1,0,1,1,9,1,119,0,0,1,39,52,0,0,7,6,5,2,0,13,5,25,14,11,4
2016-09-04,0,32,1,0,16,1,4,12,1,0,0,1,7,1,126,0,0,12,22,46,0,1,7,7,0,4,0,16,5,22,16,9,10
2016-09-05,0,33,0,1,11,0,0,11,2,0,0,2,5,0,90,0,0,5,27,48,2,0,6,2,1,2,0,14,5,24,21,16,3
2016-09-06,0,28,0,0,16,3,0,17,2,2,0,2,10,0,116,0,0,9,33,51,2,1,14,2,2,3,0,18,3,23,13,20,3
2016-09-07,0,27,1,0,19,6,0,12,2,0,0,1,6,1,89,0,0,3,38,64,4,1,4,2,2,1,0,15,10,28,17,19,5
2016-09-08,1,34,0,0,12,1,2,7,2,0,0,2,11,0,118,0,0,13,22,39,0,1,8,4,3,3,0,12,5,18,16,17,6
2016-09-09,0,40,0,0,18,4,0,5,0,0,0,1,10,2,125,1,1,4,40,58,3,0,8,2,5,2,0,12,5,26,17,8,4
2016-09-10,0,33,0,0,21,2,1,5,3,0,0,2,8,0,108,0,0,9,42,57,1,1,15,3,7,2,0,21,2,20,19,15,4
2016-09-11,0,25,0,0,14,1,3,6,1,0,0,1,2,0,105,2,0,5,43,29,0,0,7,9,0,0,0,10,1,27,16,14,7
2016-09-12,0,20,1,0,16,2,0,18,1,0,0,0,5,1,122,0,0,6,46,46,0,1,3,2,1,1,0,9,8,23,15,15,3
2016-09-13,1,32,0,1,11,3,0,14,2,1,0,5,9,0,99,0,0,5,31,55,1,4,7,6,0,4,0,22,7,35,14,12,3
2016-09-14,0,35,0,1,21,2,0,2,0,0,0,3,3,0,100,0,0,4,32,63,0,3,4,5,5,2,0,16,3,22,13,16,5
2016-09-15,1,41,0,0,16,3,1,13,1,0,0,2,9,0,125,0,0,8,47,72,0,2,10,4,4,2,0,17,5,26,10,17,4
2016-09-16,0,42,0,1,19,2,0,5,5,0,0,3,9,0,117,0,1,13,33,47,0,1,9,1,0,3,1,13,8,29,13,13,4
2016-09-17,2,38,1,0,15,0,0,8,0,0,0,2,7,1,142,0,0,14,36,46,1,0,9,2,3,3,0,15,1,26,16,12,4
2016-09-18,0,44,0,0,12,1,0,5,1,0,0,1,7,0,129,0,0,7,37,41,0,1,13,8,5,4,0,16,3,23,18,18,8
2016-09-19,1,28,0,0,20,3,1,12,0,0,0,4,8,0,100,0,0,6,30,35,0,0,9,5,2,2,0,13,7,26,17,15,7
2016-09-20,1,37,0,0,23,5,0,15,3,0,0,1,5,0,94,0,0,8,32,49,1,2,9,3,2,5,0,11,9,23,11,17,2
2016-09-21,0,25,0,0,21,1,0,11,1,0,0,2,5,1,92,0,0,11,38,57,0,0,9,3,1,4,0,20,8,16,11,14,7
2016-09-22,2,42,0,0,20,0,1,7,0,0,0,2,7,0,98,0,1,7,25,43,34,0,8,4,4,4,0,23,9,20,30,11,3
2016-09-23,0,40,0,0,22,2,3,12,3,0,0,5,8,0,117,0,0,12,29,55,1,2,6,6,3,3,0,18,7,30,20,15,4
2016-09-24,0,33,0,0,15,3,0,12,0,0,0,1,6,0,122,0,0,13,41,55,0,2,6,5,1,0,0,18,7,25,21,15,7
2016-09-25,1,41,0,0,18,1,3,4,4,1,0,0,12,0,107,0,0,4,53,50,0,2,6,8,2,4,1,14,5,31,20,12,6
